travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
94876,936,Amritsar,Jamshedpur,Hotel Ganga Regency,3,2022-09-15,Suite,4912.0,4,2,3,14736.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",4,58944.0,2022-09-19
94877,936,Pune,Diu,Hotel Apaar,2,2022-09-22,Suite,4395.0,1,1,1,4395.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,17580.0,2022-09-26
94884,936,Gangtok,Coimbatore,Hotel City Tower,1,2022-11-10,Deluxe,1270.0,1,2,1,1270.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",5,6350.0,2022-11-15
94892,936,Imphal,Prayagraj,Hotel Yatrik,1,2023-01-05,Executive,1522.0,2,0,1,1522.0,"['Wi-Fi', 'Parking']",1,1522.0,2023-01-06
94896,936,Puducherry,Diu,Radhika Beach Resort,5,2023-02-02,Suite,16095.0,3,2,3,48285.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",2,96570.0,2023-02-04
94900,936,Khowai,Gwalior,Taj Usha Kiran Palace,5,2023-03-02,Deluxe,11974.0,4,2,3,35922.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",5,179610.0,2023-03-07
94901,936,Jamshedpur,Itanagar,Hotel Todo,2,2023-03-09,Executive,2998.0,1,0,1,2998.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,14990.0,2023-03-14
94904,937,Bhopal,Indore,Hotel Kalinga,2,2019-09-26,Suite,3027.0,4,3,4,12108.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,48432.0,2019-09-30
94912,937,Vadodara,Navi Mumbai,Four Points by Sheraton,5,2019-11-21,Suite,14356.0,2,2,2,28712.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,57424.0,2019-11-23
94916,937,Diu,Udaipur,Hotel Lakend,3,2019-12-19,Executive,4151.0,4,0,2,8302.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,41510.0,2019-12-24
94918,937,Bengaluru,Ranchi,Capitol Residency,3,2020-02-02,Deluxe,4968.0,4,2,3,14904.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,74520.0,2020-02-07
94920,937,Ludhiana,Delhi NCR,The Hans,3,2020-01-16,Suite,6510.0,2,1,2,13020.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,78120.0,2020-01-22
94928,937,Hisar,Itanagar,Hotel Donyi Polo Ashok,4,2020-03-12,Suite,8338.0,3,0,2,16676.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,16676.0,2020-03-13
94929,937,Khowai,Pune,St Laurn Hotel,3,2020-03-19,Executive,4555.0,4,3,4,18220.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",5,91100.0,2020-03-24
94930,937,Diu,Bilaspur,Hotel East Park,2,2020-03-26,Suite,3736.0,4,1,3,11208.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,56040.0,2020-03-31
94934,937,Puducherry,Ranchi,Radisson Blu Hotel Ranchi,4,2020-04-23,Suite,7851.0,4,2,3,23553.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,117765.0,2020-04-28
94936,937,Ranchi,Bilaspur,Hotel Heavens Park,4,2020-05-07,Executive,7985.0,2,2,2,15970.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,111790.0,2020-05-14
94945,937,Jaipur,Gangtok,Hotel Tashi Delek,2,2020-07-09,Deluxe,2922.0,1,0,1,2922.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,2922.0,2020-07-10
94946,937,Ayodhya,Kota,Hotel The Grand Chandiram,4,2020-07-16,Suite,9284.0,2,1,2,18568.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,55704.0,2020-07-19
94949,937,Thiruvananthapuram,Dabolim,Hotel La Paz Gardens,2,2020-08-06,Suite,3630.0,3,1,2,7260.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,50820.0,2020-08-13
94951,937,Kota,Mysuru,Hotel Aditya,2,2020-08-20,Deluxe,2902.0,3,0,2,5804.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,40628.0,2020-08-27
94955,937,Patna,Guwahati,Hotel Siroy Lily,1,2020-09-17,Executive,2044.0,2,1,2,4088.0,"['Wi-Fi', 'Parking']",1,4088.0,2020-09-18
94956,937,Mumbai,Hyderabad,Lemon Tree Hotel,4,2020-09-24,Suite,7992.0,3,0,2,15984.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,47952.0,2020-09-27
94966,937,Coimbatore,Ahmedabad,Hotel Host Inn,2,2020-12-03,Executive,3241.0,2,3,2,6482.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",1,6482.0,2020-12-04
94969,937,Imphal,Kota,Hotel Surya Prime,2,2020-12-25,Executive,2911.0,3,3,3,8733.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,43665.0,2020-12-30
94972,937,Patna,Bhopal,Courtyard by Marriott,3,2021-01-14,Executive,4610.0,2,3,2,9220.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,9220.0,2021-01-15
94974,937,Kolkata,Hyderabad,Hotel Grand Elite,1,2021-01-28,Executive,1840.0,4,2,3,5520.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",4,22080.0,2021-02-01
94975,937,Bengaluru,Gangtok,The Royal Plaza,3,2021-02-04,Executive,4066.0,2,3,2,8132.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",3,24396.0,2021-02-07
94981,937,Guwahati,Bhubaneswar,Mayfair Lagoon,5,2021-03-18,Executive,11203.0,3,0,2,22406.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",7,156842.0,2021-03-25
94984,937,Tirupati,Vijayawada,Innotel Hotel,2,2021-04-08,Suite,3914.0,2,3,2,7828.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,31312.0,2021-04-12
94986,937,Puducherry,Bilaspur,Hotel Central Point International,5,2021-04-22,Executive,11531.0,4,1,3,34593.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",2,69186.0,2021-04-24
94990,937,Raigarh,Varanasi,Ramada Plaza JHV,4,2021-05-20,Suite,8748.0,1,0,1,8748.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",3,26244.0,2021-05-23
94992,937,Raipur,Diu,Hotel Kohinoor,4,2021-06-03,Suite,10402.0,1,2,1,10402.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,31206.0,2021-06-06
94998,938,Tirupati,Gwalior,Hotel Grace,3,2019-10-31,Deluxe,3831.0,4,1,3,11493.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,22986.0,2019-11-02
95002,938,Puri,Kullu-Manali,Apple Country Resorts,4,2019-11-28,Deluxe,5516.0,4,1,3,16548.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",1,16548.0,2019-11-29
95004,938,Diu,Ludhiana,Hotel Gulmor,3,2019-12-13,Suite,5878.0,2,0,1,5878.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,29390.0,2019-12-18
95006,938,Coimbatore,Chennai,The Accord Metropolitan,4,2019-12-26,Executive,8042.0,3,1,2,16084.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",1,16084.0,2019-12-27
95010,938,Shimla,Kolkata,Hotel Emirates,1,2020-01-23,Executive,1661.0,1,0,1,1661.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,6644.0,2020-01-27
95011,938,Nashik,Khowai,Hotel Gitanjali,2,2020-01-30,Suite,4170.0,4,1,3,12510.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",7,87570.0,2020-02-06
95017,938,Pune,Shillong,Tripura Castle,5,2020-03-12,Suite,13995.0,4,1,3,41985.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,209925.0,2020-03-17
95019,938,Mopa,Guwahati,Hotel Atithi,2,2020-03-26,Executive,3088.0,4,2,3,9264.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,64848.0,2020-04-02
95022,938,Jaipur,Tirupati,Hotel Sandeep Residency,1,2020-04-16,Suite,1743.0,4,2,3,5229.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,10458.0,2020-04-18
95023,938,Surat,Dabolim,Coconut Creek Resort,5,2020-04-23,Suite,13670.0,4,2,3,41010.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,123030.0,2020-04-26
95025,938,Gwalior,Udaipur,The Ananta Udaipur,4,2020-05-07,Deluxe,7237.0,3,3,3,21711.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",1,21711.0,2020-05-08
95027,938,Srinagar,Bhopal,Courtyard by Marriott,3,2020-05-21,Executive,4610.0,3,0,2,9220.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,36880.0,2020-05-25
95029,938,Vijayawada,Bhopal,Taj Lakefront Bhopal,5,2020-06-04,Executive,13696.0,2,2,2,27392.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,54784.0,2020-06-06
95035,938,Mumbai,Dabolim,Coconut Creek Resort,5,2020-07-17,Suite,13670.0,1,1,1,13670.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,95690.0,2020-07-24
95039,938,Diu,Surat,Lords Plaza Surat,3,2020-08-13,Suite,5664.0,3,3,3,16992.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,16992.0,2020-08-14
95042,938,Hisar,Kullu-Manali,Hotel Greenfields,1,2020-10-03,Suite,2331.0,1,0,1,2331.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",6,13986.0,2020-10-09
95043,938,Khowai,Surat,Hotel Central Excellency,2,2020-09-10,Executive,3533.0,3,1,2,7066.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,14132.0,2020-09-12
95051,939,Jamshedpur,Prayagraj,Grand Continental Hotel,4,2019-10-17,Suite,9458.0,1,2,1,9458.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",2,18916.0,2019-10-19
95052,939,Kota,Varanasi,Hotel Buddha,1,2019-10-24,Deluxe,1456.0,2,3,2,2912.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,5824.0,2019-10-26
95053,939,Ahmedabad,Tirupati,Fortune Select Grand Ridge,4,2019-10-31,Suite,8396.0,2,1,2,16792.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",5,83960.0,2019-11-05
95055,939,Gangtok,Vijayawada,Hotel Manorama,1,2019-11-15,Suite,1522.0,4,2,3,4566.0,"['Wi-Fi', 'Parking']",4,18264.0,2019-11-19
95056,939,Bhopal,Puri,Hotel Sonar Bangla,1,2019-11-21,Deluxe,1212.0,1,0,1,1212.0,"['Wi-Fi', 'Parking', 'Housekeeping']",5,6060.0,2019-11-26
95072,939,Ahmedabad,Surat,Hotel Merit,1,2020-03-12,Deluxe,1600.0,1,1,1,1600.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",2,3200.0,2020-03-14
95076,939,Tirupati,Navi Mumbai,Hotel Abbott,2,2020-04-09,Deluxe,2976.0,3,2,3,8928.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,44640.0,2020-04-14
95081,939,Navi Mumbai,Amritsar,Taj Swarna Amritsar,5,2020-05-14,Executive,12698.0,3,0,2,25396.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",1,25396.0,2020-05-15
95083,939,Vijayawada,Ahmedabad,Hotel Host Inn,2,2020-05-28,Deluxe,2742.0,1,2,1,2742.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,16452.0,2020-06-03
95084,939,Chandigarh,Nashik,Hotel Sai Palace,2,2020-06-04,Deluxe,2669.0,2,1,2,5338.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,21352.0,2020-06-08
95085,939,Guwahati,Hyderabad,Radisson Blu Plaza,4,2020-06-11,Suite,9861.0,1,2,1,9861.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",3,29583.0,2020-06-14
95087,939,Nashik,Amritsar,Taj Swarna Amritsar,5,2020-06-25,Executive,12698.0,4,1,3,38094.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,190470.0,2020-06-30
95094,939,Puducherry,Chennai,The Accord Metropolitan,4,2020-08-13,Executive,8042.0,3,1,2,16084.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,32168.0,2020-08-15
95095,939,Raigarh,Chandigarh,Taj Chandigarh,5,2020-08-20,Suite,14814.0,3,2,3,44442.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",3,133326.0,2020-08-23
95096,939,Shillong,Ahmedabad,Treebo Trend Ambassador,3,2020-08-27,Deluxe,3360.0,4,3,4,13440.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",6,80640.0,2020-09-02
95097,939,Puducherry,Mopa,Hotel Swarnam Deluxe,5,2020-09-03,Deluxe,9855.0,2,1,2,19710.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",1,19710.0,2020-09-04
95098,939,Bengaluru,Guwahati,Hotel Siroy Lily,1,2020-09-10,Suite,2358.0,1,1,1,2358.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,7074.0,2020-09-13
95103,939,Chandigarh,Dehradun,Four Points by Sheraton,5,2020-10-15,Suite,14356.0,4,1,3,43068.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,86136.0,2020-10-17
95105,939,Gangtok,Prayagraj,Hotel Harsh Ananda,3,2020-10-29,Suite,6483.0,1,1,1,6483.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",4,25932.0,2020-11-02
95108,940,Nashik,Shimla,Hotel Shingar,2,2019-09-26,Deluxe,2881.0,2,3,2,5762.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",3,17286.0,2019-09-29
95109,940,Imphal,Prayagraj,Hotel Yatrik,1,2019-10-03,Suite,1756.0,3,3,3,5268.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,10536.0,2019-10-05
95114,940,Varanasi,Visakhapatnam,Treebo Trend Seaesta RK Beach,3,2019-11-07,Deluxe,4803.0,4,3,4,19212.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,19212.0,2019-11-08
95119,940,Surat,Bilaspur,Hotel Central Point International,5,2019-12-12,Deluxe,9757.0,3,2,3,29271.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,58542.0,2019-12-14
95123,940,Visakhapatnam,Mumbai,Hotel City Palace,2,2020-01-09,Executive,3346.0,1,1,1,3346.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",7,23422.0,2020-01-16
95131,940,Chandigarh,Visakhapatnam,Treebo Trend Seaesta RK Beach,3,2020-03-05,Suite,6549.0,1,1,1,6549.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,19647.0,2020-03-08
95133,940,Vijayawada,Shimla,Hotel Dreamland,1,2020-03-19,Deluxe,1592.0,3,0,2,3184.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,12736.0,2020-03-23
95135,940,Puducherry,Udaipur,Hotel Dream Palace,1,2020-04-02,Executive,1460.0,2,3,2,2920.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,5840.0,2020-04-04
95136,940,Amritsar,Dehradun,JW Marriott Mussoorie,5,2020-04-09,Executive,13944.0,4,0,2,27888.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,111552.0,2020-04-13
95142,940,Mopa,Amritsar,Taj Swarna Amritsar,5,2020-05-22,Executive,12698.0,3,0,2,25396.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",1,25396.0,2020-05-23
95143,940,Udaipur,Coimbatore,Hotel The Arcadia,2,2020-05-28,Deluxe,2454.0,3,0,2,4908.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",5,24540.0,2020-06-02
95144,940,Dehradun,Kolkata,The Park Kolkata,4,2020-06-04,Executive,8633.0,4,1,3,25899.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",3,77697.0,2020-06-07
95149,940,Puri,Nashik,Ginger Nashik,5,2020-07-09,Deluxe,9012.0,2,2,2,18024.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,126168.0,2020-07-16
95150,940,Kullu-Manali,Udaipur,Hotel Dream Palace,1,2020-07-16,Executive,1460.0,4,0,2,2920.0,"['Wi-Fi', 'Parking', 'Breakfast']",6,17520.0,2020-07-22
95154,940,Indore,Ahmedabad,Fortune Landmark,4,2020-08-13,Executive,6601.0,1,2,1,6601.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,13202.0,2020-08-15
95159,940,Chandigarh,Jamshedpur,Alcor Hotel,5,2020-09-17,Deluxe,11032.0,2,2,2,22064.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,154448.0,2020-09-24
95162,940,Mysuru,Dhubri,Hotel Rajmahal,5,2020-10-08,Suite,12562.0,4,2,3,37686.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,75372.0,2020-10-10
95170,940,Dehradun,Mopa,Hotel Swarnam Deluxe,5,2020-12-03,Deluxe,9855.0,1,0,1,9855.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,49275.0,2020-12-08
95172,940,Thiruvananthapuram,Gangtok,Hotel Karma,1,2020-12-17,Suite,1912.0,2,0,1,1912.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,7648.0,2020-12-21
95175,940,Raigarh,Patna,Hotel Patliputra Exotica,3,2021-01-07,Deluxe,4281.0,2,3,2,8562.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",2,17124.0,2021-01-09
95176,940,Mysuru,Kolkata,Hotel Dee Empresa,2,2021-01-15,Executive,3445.0,3,3,3,10335.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,31005.0,2021-01-18
95178,940,Patna,Bilaspur,Hotel East Park,2,2021-01-28,Suite,3736.0,1,2,1,3736.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",4,14944.0,2021-02-01
95183,940,Raipur,Shillong,Hotel Pegasus Crown,2,2021-03-04,Executive,2993.0,3,2,3,8979.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,17958.0,2021-03-06
95187,940,Coimbatore,Chandigarh,Hometel Chandigarh,3,2021-05-01,Deluxe,3476.0,4,0,2,6952.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",5,34760.0,2021-05-06
95188,940,Delhi NCR,Khowai,Hotel Green Park,5,2021-04-08,Executive,12160.0,4,2,3,36480.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,255360.0,2021-04-15
95191,940,Dehradun,Bhopal,Courtyard by Marriott,3,2021-04-29,Executive,4610.0,2,3,2,9220.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",4,36880.0,2021-05-03
95192,940,Thiruvananthapuram,Raipur,Courtyard by Marriott Raipur,5,2021-05-06,Deluxe,8973.0,1,2,1,8973.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",4,35892.0,2021-05-10
95195,940,Coimbatore,Ahmedabad,Hotel Host Inn,2,2021-05-27,Executive,3241.0,4,1,3,9723.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",5,48615.0,2021-06-01
95196,940,Kota,Ahmedabad,Hotel Kamran Palace,1,2021-06-03,Executive,2343.0,2,2,2,4686.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",1,4686.0,2021-06-04
95197,940,Dhubri,Bhopal,Hotel Gaurav Palace,1,2021-06-10,Executive,2241.0,4,1,3,6723.0,"['Wi-Fi', 'Parking', 'Breakfast']",3,20169.0,2021-06-13
95199,940,Indore,Jamshedpur,Hotel Ganga Regency,3,2021-06-24,Executive,4258.0,1,1,1,4258.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",4,17032.0,2021-06-28
95204,940,Indore,Navi Mumbai,Four Points by Sheraton,5,2021-07-29,Executive,12442.0,2,3,2,24884.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",2,49768.0,2021-07-31
95207,940,Indore,Puri,MAYFAIR Waves,4,2021-08-19,Executive,9058.0,3,0,2,18116.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",7,126812.0,2021-08-26
95209,940,Diu,Chandigarh,JW Marriott Chandigarh,4,2021-09-02,Executive,7810.0,4,0,2,15620.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,93720.0,2021-09-08
95210,940,Ahmedabad,Ludhiana,Radisson Blu Hotel Ludhiana,4,2021-09-09,Deluxe,6996.0,1,2,1,6996.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",7,48972.0,2021-09-16
95211,940,Hyderabad,Gwalior,Hotel Radiance,2,2021-09-16,Executive,3198.0,4,3,4,12792.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",5,63960.0,2021-09-21
95212,940,Chandigarh,Patna,Hotel Chanakya Inn,1,2021-09-23,Executive,1851.0,2,3,2,3702.0,"['Wi-Fi', 'Parking', 'Breakfast']",7,25914.0,2021-09-30
