Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Sanur Denpasar Bali;Maya Sanur Resort & Spa;diddi1400;Beautiful Hotel;What can I say about this beautiful modern hotel. We stayed for 8 days. The room was Lagoon access & huge even the balcony was a good size. Everything was so clean & they cleaned the room twice a day. It was stocked with lots of bottled water & fruit.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;hammondjohn1;Excellent Sanur Hotel;Hard to fault. Many modern Bali hotels have small rooms. Not so with Maya Sanur - generous bathrooms and well sized bedrooms. Tastefully fitted with top quality bedding. Great pool area overlooking ocean. Highly recommended.;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Ramadama;Stunning hotel;The modern architecture in this hotel makes it a standout. When we checked in we were given a delicious guava/ mango juice drink. I was immediately struck by the Zen feel of the atmosphere in the lobby. It's so calming. The modern architecture is mixed with soft Indonesian sculptures. The rooms are beautiful and so relaxing. The bathroom is large with 2 sink areas, a beautiful soaking tub, a shower area and an enclosed toilet area. The room has a large size tv and a balcony with a comfortable sofa lounger overlooking the a long pool and garden. They have excellent Wi-Fi in the rooms.;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Agungsbatu;Excelent Hotel;I stay 2 nights in this hotel. The atmosphere is calm and comfortable. Located by the beach. The rooms are spacious, clean and modern. Smart TV, Spacious bathroom features a bathtub, fully equipped. There is a balcony for relaxing. Easily achieved. But be careful with mosquitoes.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Peter E;Welcoming and friendly with excellent service;Modern with nice surroundings, lovely pool area and roof terrace, clean, nice and spacious room with comfortable beds, excellent service, very good breakfast, good food in the restaurants, nice location along the beach, I liked it.;5;0;1;0;1;1;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Susan K;Wow Wow Wow;This hotel is top notch, Right on the beach, pool access room is to die for, it's not cheap but worth every cent, 4 restaurants a few pools, bar, great location the only place to stay at in Sanur;5;1;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;5t3ph;Truly incredible;This resort is beyond stunning. The gardens are immaculate, the pool is beautiful with stunning views out across the ocean. We had a garden view room which was very spacious, extremely clean and had all the amenities you could possible want - everything had been thought of. The bathroom was pure luxury with a big bath tub and an amazing shower. The housekeepers did a fantastic job and even put the sheets down ready for you to get into at night. Breakfast had everything you could possibly wish for and more. There are 3 restaurants but we only ate at the one by the sea front. Everything we had there was absolutely delicious - it really was fantastic!;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Christian S;Honeymoon Week 2;Second week of Honeymoon was spent in Sanur after coming from Ubud. We felt a litle let down from this hotel as the week before was spent in a 4star hotel and this one is rated 5star. Breakfast buffet is average large range to try and please the masses. The rooms are of excellent standard though cleaning is not the best, stains on besisde table and bathroom sides. Only at in one the restraunts once which was the graze restraunt at the front I had the lamb chops and my wife had the steak both were very good quality and value for money.;4;1;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;custardpudding;Great hotel with a quiet clean beach;Highly recommend for those seeking a quiet holiday in Sanur at a nice and new beach hotel (as many beach hotels in Sanur are quite old). The lagoon view room was large, very clean, bathroom was spacious with a separate shower stall and toilet, double sinks and a large tub. The balcony had a big day-bed. We requested for a clothes drying rack so we could sun dry our wet things on the balcony. The pool is right by the beach and as is the buffet breakfast restaurant. It's a quiet beach that's very clean for Bali, and there are pretty fishing boats and local kids flying beautiful kites.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Demajo;You wouldn't want to leave;Hotel is situated in a quieter area than seminyak. It has absolutely everything: an abundant bkfast, large well-designed rooms, spacious bathrooms in beautiful surroundings. The architecture of this hotel is phenomenal. Would definitely recommend: nothing negative to say about this hotel. Made us feel that we had just reached a very hospitable place. You can also book a photo shoot. Was fun! Thanks for everything.;4;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Laura W;Architectural bliss;Modern, quiet, jaw dropping 👌🏼 Try to book a room on the lagoon, breakfast included with real coffee, wifi is excellent. Right on the Main Street with great food and spas, really couldn't ask for more. They have thought about everything here, Eco friendly, beautiful bed linen and universal plugs in the room + usb charging.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Elisahaswanderlust;Gorgeous property - Service and Spa are wonderful !;"Stayed in a beautiful room on the first floor lagoon view. Room was spacious, clean and modern. Loved their in room electric converter. Bathtub had delicious salts to add to the water, bathroom was large with two separate sinks. Loved the ""Happy Hour"" 9am-5pm half off Spa prices. Encourage you to try their Spa, very reasonable prices and the masseuse were great.";5;1;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;annelandry;Fabulous hotel;Wonderful hotel. The hotel is clean, food is delicious with a choice of restaurants. Breakfast is buffet style with a variety of options including gluten fee. We had our lunches at the seafront restaurant. The Japanse restaurant is average compared to those other countries. We preferred the pool as the sea had a lot of seaweeds. The pools are nice and clean with chairs and beds. We used the laundry service of shops across the street for a fraction of the cost. They charge by the kilo as opposed to by piece, Behind the hotel is a walkway that goes for kilometres in each direction along the sea.;5;0;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Expert_Tourism;Relaxing stay in Sanur;Stilish hotel located directly on the promenade and beachside. Modern artwork of local artisans escort spirit and mind throughout the stay. Spacious fair rooms with balcony or pools access/terrace. Great cuisine. My farvorite the 'Treebar' overseeing the ocean. Pool good for extensive swimming as well simply to relax.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Sandra4879;1st time to Sanur and it won't be the last time.;What a wonderful modern hotel. The rooms were spotlessly clean. Stunning bathrooms. Having breakfast on the first morning a young lady came to our table, introduced herself and welcomed us to Bali. She asked if we had any questions or if we needed assistance at anytime do not hesitate to contact her. It was a lovely touch. Location was perfect with many great restaurants nearby. Would highly recommend Maya - Sanur. 🙏🏻;5;0;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Kathy M;Absolute Perfection on a So-So Beach;We loved the Maya Sanur Resort. The architecture throughout is both modern but with classic Balinese art and artifacts and the rooms are heavenly. The interior of the rooms is very spacious and with all amenities and so very stylish yet Balinese- a very special and pampering ambience. The outdoor patio area in the deluxe rooms feels so private: You can't see any other rooms, there is a comfortable day bed and all you can hear is birds...it's so relaxing. The pool area and restaurants are excellent. But the beach at Sanur is just OK. Nice long beach for walking and lots of choices for restaurants and shops but the ocean water is very shallow and floor of the ocean is covered with seagrass and coral which make it unattractive for entering or swimming.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Toni F;A tranquil place with great service;We stayed in a Lagoon Access room for 3 nights after a conference in Seminyak. After Seminyak, Sanur itself felt very laid back. The resort is beautifully set against the shoreline in Sanur. All crafted to blend in to the natural surroundings with an amazing rooftop garden over the entire building. The rooms are very spacious and clean, the service is outstanding. It's a quiet, relaxing environment with easy access to the beach and all the great eateries in Sanur.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;lazy-traveller-bel;Boutique style luxury;We stayed in a Lagoon View Room for 6 nights in May. We arrived very late at night and were greeted with a cold drink and cold towels while we checked in. Customer service was excellent during our stay. Nothing is too much trouble. Our room was on an upper floor and was very comfortable. The bathroom has a glass divider next to the sleeping and living area with an electric privacy shade. The bath tub was enormous and bath salts are provided (a rarity I've noticed in other hotels with a tub). The shower is spacious with a rainhead shower. The hot water seems endless! The shampoo and soap are a mystery brand as they are housed in plain pump packs but have a pleasant scent and do a decent job. There is no body lotion provided so this is something you may want to bring. The bed…;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Xanadustar;The perfect end to our Bali adventure;We spent the last four nights of our holiday in Bali at Maya Sanur and couldn't have been happier with the hotel. We booked a lagoon view room which was beautifully designed, light, airy and spacious with an enormous bed (pillow menu available), fabulous bathroom (two sinks!) and cosy balcony. Couldn't have been happier. As others have said, the reception area does have the feel of an airport terminal but belies the thought and modern aesthetic of the rooms. We loved the green walls and caged balconies festooned with hanging plants.;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;coffeeleaf;Lovely hotel;Late arrival, but check in was smooth with complimentary fresh juices. Room was clean and spacious with fruit and chocolate. 4 free waters a day. I felt the slippers could be better quality, and they could have more choice of shower products to use, I guess that is being picky.. but 5 stars come with raised expectations. Breakfast was so so, I felt there could be more choice. The full english breakfast buffet just wasn't good. Could they have more oriental selections as well? Main pool is good, but the pool access rooms were not in sunlight during the day. Spa was relaxing, take up the offer of 50% off during quiet periods or it is expensive. Roof top gardens has some amazing views so make sure you check it out. Beach was dirty however, I would avoid.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Angelo1975;"Good hotel, not a ""wow factor""";I've got mixed feelings about Maya Sanur. Let me start to sum up the positive points. - great location right on the beach and within walking distance from many restaurants along the Jalan Danau Tamblingan. - Tree bar which is an excellent hangout, especially at sundown. Enjoy the view and the great cocktails. - Japanese restaurant Kuu is definitely worth a visit! - Rooftop garden with great views of the surrounding area. Now for some of the downsides. A big part of a hotel experience in my opinion is determined by the hotel room. During our visit we've stayed in a beachfront pool suite on the 1st floor (room 502).;4;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;bilka;Green and peaceful;This is a fairly new hotel with large rooms and a huge bathroom. The balcony looks out over the green of the garden and the pool that stretches down half of the resort. The foyer area is bland but the restaurants are warm and cheerful. You can go out onto the street at the front of the hotel and find plenty of shops and restaurants. Or you can go out onto the beach walkway and beach at the other end of the resort and also find shops and restaurants. Breakfast was great with plenty of selection. The spa offered daily specials which we enjoyed a number of times. There a number of pools to choose from as well as a roof top garden.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Theblondechefabroad;Everything about this property is AMAZING!;From the visual appearance of the outside of the property to the the front desk check in this hotel offers a relaxing and well thought out experience. sincere couple with beautiful rooms and a lovely layout of the property make this a hotel that I will keep coming back to. The rooms though...super comfortable beds with cozy blankets, huge bath tubs with soaking salts provided and whatever toiletry you could possibly need. It's such a pretty place with beach access. We tried almost all of the restaurants as well and they were all delicious with the same attention to detail and flavour. If you want to really relax and feel spoilt in Bali, the Maya Sanur is the place to do it!!;5;0;1;0;1;0;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;kwg76;An excellent hotel;Our second visit to the Maya Sanur. You can't complaint about anything. This is a first rate hotel, beautiful rooms that are kept spotlessly clean, with really good facilities. The swimming pool is a perfect place to relax/swim, and of course you are right by the beach as well.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;David255057;A very fine hotel - luxurious- outstanding friendly staff;We stayed at the hotel last weekend (19-21 May) following a conference at another hotel. It is very conveniently located to shops (eg Hardy's) and restaurants in Sanur. Rooms are very clean and comfortable. The pool is terrific and rarely crowded. So peaceful. One of the highlights was happy hour (5-7pm) when prices are quite reasonable for cocktails and other drinks.;5;1;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Marcin K;Very Nice Hotel;room with balcony with nice sea view, breakfast included, nice places (like bars) to spend time in the evening, relatively close to local restaurants, no loud music or disco, etc. Maya Sanur has fulfilled all the above conditions without exception. Even more - tiled path along the coast leaded you to nearby other hotels (restaurants), other small outlets - perfect walking option during sunset. We have spent 8 nights in beach front suite with private pool and it was excellent choice. No need to add that food, room and area cleanliness is perfect.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;saltis;What a great treat - want to go back!;"What a magical, great ambiance and perfectly located super nice hotel. very boutique feeling even if fair in size. Sanur beach is inches away from and the ""beach walk"" to the right is very nice to explore with chilled bars and warungs plus great massage place No 1 in Sanur! Hotel offers so much relaxation, fantastic food, great service and outdoor cinema on the roof terrace with drinks and popcorn. The sundown bar chilling by the beach is also super nice. Rooms are fantastic, clean, designed and excellent in comfort. I need to come back here soon. Wish it was an adults only since that would make it 100% my favorite place.";5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;beautyvirgo;Love the view;I was come here for ask place for gym, and the young lady show the room ,not big room, but pretty good doing exercise for you with Friends , With AC and they have big room for yoga. When you walk go to gym room, I and my friend passing garden and long swimming pool and nice long chair with Tosca colour, oh I love It. So ,guys.. No doubt visit and stay in this hotel, Maya Sanur.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Dimos K;Simply Divine;"This hotel has it all and is hard to flaw. The tranquil garden surroundings, the spacious elegant rooms, the ""tree house"" bar, the beach side pool, the beach itself, the location, the restaurants and the service and friendly staff make this a place we will come back to. We had a Lagoon Access Room, meaning from our room we walked onto our own terrace complete with Queen size day bed, and from our terrace we jumped into our private part of the lagoon pool (separate from the main resort pool). The room itself was excellent and really spacious. It had a very comfortable king size bed, a couch, a desk, plenty of other features like a large flat screen TV, but also the best separate bathroom complete with huge round separate bathtub. The main pool was also great. You could…";5;0;1;0;1;0;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;BubbleGirl13;Tranquil bliss;There is certainly a zen about this hotel from the arrival at reception through to the rooms. Our six night stay in a lagoon pool room was simply fantastic. The styling of the hotel is fabulous, obviously a great designer was behind the layout and room styling. Everything is close by in Sanur, with a great beach in front of the hotel. Breakfast at the hotel was lovely, we wanted for nothing. Some tips for management - only small things but as the hotel is hard to fault, no doubt you won't mind me giving my two cents! The spa - had treatments there to compare to the much cheaper prices around the hotel. Unfortunately the treatments did not compare.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;karishma S;Can't get better..;Everything was perfect. spacious rooms..beautiful view..fantastic location..and special thanks to emmanuel(f and b head) for our vegetarian food..and yuvi..u were extremely wonderful....thank you..;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Tantaylor;Amazing!!;Half way through our 3 night stay here and I can't describe how Beautiful and tranquil it is here! Rooms are stunningly decorated, clean and cool! Resort grounds are beautifully maintained and gorgeous!;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;m-ebrahim;Good hotel good location on sanur beach;Pros - new amazing rooms - beach access - many restaurants and shops around - clean rooms - nice swimming pool;4;0;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;607johannesv;A perfect stay!;An excellent hotel, very nice people, perfect location! The swimming pool is also excellent and a very nice view on the sea. The rooms an hotel is very clean en very good furnished.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Sandy H;Stunning hotel!!;I spent 3 nights at this resort and really enjoy it. The hotel architecture are beautiful both inside and out. The hotel is located in the center of town, so very convenient to shops and restaurants. The hotel's beach is beautiful and clean. The room was spacious, and beautifully decorated. I highly recommend this hotel!;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Renee L;Stunning property in the heart of Sanur;This is a relatively new hotel (less than 3 years old). The design is absolutely beautiful both inside and out. The rooms are extremely luxurious with a modern design, a glass view into the bathroom (that you can block out with automatic shades), and a huge tub and shower. The pool area overlooks the ocean. The restaurant serves breakfast that has European, American, and Asian favorites. They also serve other meals, but we did not try those. This is a great boutique hotel.;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Modds;Beautiful hotel;This hotel is stunning! Absolutely beautiful, with 4 great restaurants on the premises. Very clean, modern and right on the ocean. From the moment we walked in we were treated amazingly well. Nice calm ocean on the beach as well. The break is further out so can swim in the calm water.Lots of seagrass but not the most beautiful beach. But still a beautiful spot. The hotel is close to many shops and restaurants. Can easily walk in ether direction and have lots of choices.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Sinnay T;A hotel like no other;What an incredible hotel like no other! Small, boutique, modern, lovely. It all starts from the access to the reception with a long ramp and walls made a varnished concrete. You enter an oasis of quietness and luxury. The rooms are large, modern and well maintained. I highly recommend the place.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;kaorik755;modern and clean hotel by the beac;this is a two year old hotel facing sanur beach. there is a gallery where works of local artists are displayed. maybe the owner is an art collector. i liked nice looking objects placed in the reception, room and so on. a different touch.the room was spacious, light and airy. service was prompt. the swimming pool was rather small though. overall i liked this hotel very much and would recommend to anyone who wants to travel to bali.;4;0;0;1;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;sthayer1;High End Service and Great Location;I spent 6 nights at this resort and the service could not have been better. They arranged 2 private yoga lessons at roughly $10 USD each. The hotel is located in the center of town, so very convenient to shops and restaurants. The hotel's beach is beautiful, and there is a five mile walking path that runs along the beach that is perfect for exercise. The room was spacious, and beautifully decorated. I highly recommend this hotel! The only thing that would have made it better was if they had beach chairs and umbrellas.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Cyrusallen;ECO friendly 5 Star Hotel in heart of Bali;This ECO friendly hotel is perfectly located near all of the shops, restaurants in Sanur beach area of Bali. With direct access to beautiful white sands, lush green every where. highly comfortable rooms.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Wikibuku;Good room to stay;Overall experience was perfect, from the reservation until the day of our departure. We stayed 2 nights in Deluxe Lagoon View Room. The room are neat and spacious with a chic decorations. The bathroom are perfect. Only one thing, it was so dusty under the bed. We have lunch at the Japanese restaurant which was ok. But.. the wall...it just doesn't work for me. Unfortunately we don't have a chance to try the other restaurants other than the breakfast one.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;leannemarieb;The beautiful Maya Sanur;Maya Sanur is definitely worth the visit, it is a beautiful hotel. The rooms are luxurious are wonderfully kept. The staff went out of there way to help us out with booking the cooking course which was a fantastic experience.;5;1;0;1;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;davidroberth2017;Amazing;This hotel is in a great location, close to shops and restaurants and right on the beach. The room was large with very private balcony - garden view. The bathroom was beautiful. Breakfast was also lovely with amazing views as was the Tree Bar.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;DoneEhlers;Stunning hotel in Sanur;Beautiful Modern hotel in Sanur. Nice restaurant and pool. Very modern neat rooms. Centrally located to shop / eat in the area. Beautiful setting and nothing to complain about. Really enjoyed our stay;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;FernWest;One of trhe very best hotel we have stayed in;We have been to Sanur but our usual hotel was not available, and we took a chance on the Maya which is nearby. What a difference ! It is a new hotel, between the beach and the main road (with a number of useful shops). The hotel is very modern , with lots of concrete and stainless steel. The plot is very long from the road and beach, but with a lot of trees, and a very long pool front to back, as well as two pools near the beach. If possible get a room on the 1st. floor,which will have your own access to the pool. There are about 2 floors above.;4;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;George B;Outstanding Service in a Beautiful Location;This is a beautiful property. The rooms were very nice, clean and modern. When our flight from Bali/Komodo Island was delayed and prevented us from returning as planned;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;m_visschers;Perfect stay!;Beautiful resort, absolutely 5 star, stylish, clean and everthing to make you feel comfortable, very good spa.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;beambine6308;Great....not quite awesome🤔;We stayed for nine nights 3-12 February and mostly have enjoyed our stay. The positives first..... * The rooms are very modern and comfortable and well appointed. We stayed in one of the pool access rooms. * The food has been good, the breakfasts are adequate but perhaps a little more variety may be required for longer stayers. * The location is ideal for eating out, and shopping. Now for the less positive points...from what we gathered the many pool access rooms were hardly occupied - we certainly didn't see many people in the corridors or pool. On our second night a party of Chinese tourists were put in the room next to us.;4;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Nithya108;Attentive Staff, Pleasing Ambience;My four night stay in Maya Sanur was very comfortable. One of them hand wrote all the items on their menu that could be veganized and gave it to me. It's one of the prettiest hotels I have stayed in. Beach access. Modern and clean rooms. A cosy nesting nook in the balcony. I noticed a few mosquitoes in my room each evening.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Wade B;Amazing location in Sanur;Great new hotel in Sanur. Facilities are amazing. Great location reaches down to the beach where the resturaunt and tree bar are located. Many rooms have their own access to the pool that runs down through the centre of the property. Breakfast buffet is very good with alot of options. A great place to relax and unwind and get away from the hustle and bustle of the main streets in Bali.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Bali-dreaming;Loved it;Initially stayed at the Fairmont hotel which is just a short distance from the Maya. Had struggled to decide which of the two to book and we really enjoyed both. We booked two pool access rooms and were really happy we did. The decor of the hotel is really light and bright and the place has a really positive energy. Loved walking from our balcony straight into the pool which runs the length of the resort. The main pool was also nice but we spent the majority of our time in what seemed like our own private pool.;5;0;1;0;0;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;anne J;Happy hour cocktails;We were staying close by to the Maya so would walk pass everyday. Beautifully decorated for Christmas and the decor very inviting. We dropped in for a happy hour after New Years and had a couple of cocktails. We laid back on lounges while watching people pass by and watching the sunset. they had toilets to use which were very clean and beautiful. Staff lovely. Would return here.;5;0;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Sarah D;Great service, beautiful hotel;We had a lovely time at the hotel. It is exactly like an art gallery. The hotel is open and has a 200m long pool running through its centre. It has lovely plants everywhere and the roof garden is great to look out at the view of the beach, water and sanur. The pool area is very luxe and the room itself was spacious and very lovely. The breakfast buffet is also excellent. I got sick unforunatley and we rang reception - they had a doctor and a nurse to my room in 20 minutes flat. So good, as I certainly was in no condition to travel, and I wouldn't have known where to go for a doctor. The hotel even let us stay in the room up until our flight the next day, which was after check out time, to let me recuperate. …;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;solis;One of My Favorite Resorts;Amazing resort, we stayed in the garden view room. It's one of my favorite resort not just in Bali but anywhere. Highlights are: Beautiful and modern resort: Pool area has good view of the beach and nice lounge chairschairs/booths to relax in. 3 level bar right next to the pool where you can also get full view of the beach. All the areas look modern. Great room: We got the garden view. The layout is very comfortable and the style is modern. Clean. There's a pillow menu of 4-5 different types of pillow if you don't like the default one. Bathroom tub comes with bath salt. It's a rooftop path that connects the front and back of the resort and its covered with nice soft grass.;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Audrey B;A place to while away your time while being pampered;This is a true 5 star hotel. The hotel itself is not too big and that's why they can maintain it well. The beach is short, has white sand, and the water is very calm, you dont have to worry too much about the kids playing in the water. The room is spacious and bright. The bathroom has a huge bathtub which the kids love.;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;kesmith0381;Wonderful!;"We stayed at the Maya Sanur for four nights and could not have been happier. The hotel is new and well appointed; the rooms are spacious and very comfortable. The breakfast was good, but the pool and its attendants were fabulous! The also really enjoyed the tree top bar; the top floor has great views and is a very good place catch the sunset. The location is good as there are lots of good restaurants close by, as well as mini marts, pharmacies and ATMs. We really enjoyed our time here and will definitely return in the future. Highly recommended!";5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Triinu K;Super holiday in Sanur :);Maya Sanur hotel has very good location and facilities. Hotel itself is very clean, comfy. Best rooms are with lagoon acess. There is a possibility to take yoga classes every morning, use fitness centre, take cooking classes and from hotel is direct access to the beach. We enjoyd our stay very very much and hope to back real soon.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;SarahYu;Best for Sanur;It's a nice tranquil resort to stay. Hence the morning complimentary session is always fully packed. Swimming pool and beach bar are also quite cozy. The rooms are spacious and well designed. Although there was a strange ordor in the bathroom. Sanur itself is a bit touristy hence not my favourite in Bali. But if you are to stay in Sanur, Maya would be a good choice for its Art Deco design, warm service and cozy environment.;4;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Leon S;Top Class;I chose The Maya Sanur Resort and Spa because of its beach front location away from the bustle and noise of Kuta. My room was presented well complete with balcony set in a tropical setting. The bathroom was large and functional with a wonderful rain shower. My bed was firm but comfortable. My pillows were soft. There was no outside noise to contend with. I slept very well. Breakfast was located in a beautiful setting overlooking the lagoon. The breakfast selections were excellent with a good selection of fruit and pastries. I thought breakfast supervision was perhaps a little lacking.;5;0;0;0;1;0;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Yvette K;Beautiful hotel;Stayed here for three nights for some rest and relaxation and that is exactly what we got - the hotel is absolutely beautiful - the rooms were pristine with all the amenities available - the breakfast was plentiful and set in tranquil surroundings - the pool area and tree top bar for sundowner cocktails were also magnificent;5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Niels L;Wonderful stay;First class hotel in Sanur with clear reef waters. Great room with lagoon view stunning bathroom, everything modern, neat & tidy. Service first class with good pools restaurant and fitness facilities. Lovely, lovely.;5;0;0;1;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Michel1965;Just perfekt;We spend the last 2 days at the Maya's we looked it up in Switzerland but then booked it at a short notice. Is a Hotel as in Vegas. under the maya theme. Was so clean ! So much water and i think after 40 years traveling around the world with one of the beat views from the bar. We had luck as was not a lot rain and was not so fully booked. Worth every penny!;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Philip W;Perfect off season hotel;We spent 5 nights at this hotel in December and it felt like our private hotel. Staff were all extremely helpful and friendly. After 3 days of having the pool to ourselves we decided to upgrade to a private pool room and got this upgrade for a very reasonable $100 per night! My wife had a medical problem and the front desk had a doctor cal us within 10 minutes and attend our room within 30 minutes. I would highly recommend this hotel to anyone looking for a luxurious stay with local colour just outside the front door.;5;1;0;1;0;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;mrspascoe;One of the best resorts we have ever stayed in!;This is a truly beautiful hotel. If you're into architecture this is the place for you. The design of the hotel looks like a modern day Balinese temple. From the street you wonder if it's even a hotel. Once inside it fails to amaze you. We were upgraded from the base room to a bigger suite on arrival which was great. The room was spotless! Housekeeping should be very proud. The pool was great, plenty of shade if you didn't want to sit in the sun. Each sun bed area had a button on the table which you pressed for service and the waiter came very quickly. Even the hotel food was great. Breakfasts were more than ample and for someone like me it was a great surprise to find a selection of gluten free breads and pastries om the buffet. We had dinner…;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;My H;Just perfect;We just arrived and everything is more than wonderful. We were greeted at reception and welcomed by Gede with a cold drink and warm friendly reception. The room is beautiful and calming. Zen. The facilities and staff are super attentive and accommodating. Our day 1 of 7. We'll update as the week goes by. So far, its living in paradise;5;0;0;1;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;traveltilithurts;A new property with a gorgeous pool area right on the beach and close to dive centers!;"I was in Bali for 2 nights only and I found the Maya Sanur to be very lovely. It's essentially a new property and is gorgeously designed. Splurge for the lagoon access room or do what I do and really splurge for the suite with a private plunge pool (that's actually quite big). The rooms aren't ""grand"" but they are very comfortable. (One small thing - there are no amenities - no lotion, etc. - so pack your own). That it was a 10 minute ride to my dive center was a huge bonus. Less time on the road and more time in bed or relaxing. This is on the Eastern side of the island which is quieter - and I liked that part - no obnoxious party sounds from the neighborhood.";4;0;1;0;1;0;0
