travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price
98003,971,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/31/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98004,971,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/07/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98007,971,Hotel K,Salvador (BH),4,263.41,1053.64,01/28/2021,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98008,971,Hotel K,Salvador (BH),2,263.41,526.82,02/04/2021,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98009,971,Hotel AU,Recife (PE),2,312.83,625.66,02/11/2021,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98016,971,Hotel BP,Brasilia (DF),3,247.62,742.86,04/01/2021,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98020,971,Hotel K,Salvador (BH),4,263.41,1053.64,04/29/2021,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98033,972,Hotel Z,Aracaju (SE),1,208.04,208.04,11/07/2019,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98036,972,Hotel AU,Recife (PE),4,312.83,1251.32,11/28/2019,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,Acme Factory,none,32,Maddenstad,Colleenberg,Hatchback,Sixt,1.0,78.1,345.0,Full-to-Full,Cancelled,376.0
98041,972,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/02/2020,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98044,972,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/23/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98050,972,Hotel BP,Brasilia (DF),3,247.62,742.86,03/05/2020,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98055,972,Hotel Z,Aracaju (SE),4,208.04,832.16,04/09/2020,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,32,East John,New Deniseborough,SUV,Enterprise,1.0,88.88,225.0,Partial,Pending,320.0
98059,972,Hotel AF,Sao Paulo (SP),1,139.1,139.1,05/07/2020,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98060,972,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/14/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98064,972,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/11/2020,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98066,972,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/25/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98072,972,Hotel BP,Brasilia (DF),3,247.62,742.86,08/06/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98075,972,Hotel BP,Brasilia (DF),1,247.62,247.62,08/27/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98077,972,Hotel BP,Brasilia (DF),2,247.62,495.24,09/10/2020,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98079,972,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/24/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,32,Lake Angelaview,Jonesmouth,Sedan,Avis,5.0,638.65,281.0,Full-to-Full,Confirmed,824.8
98081,972,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/08/2020,Florianopolis (SC),Campo Grande (MS),premium,714.86,1.49,573.81,Rainbow,Acme Factory,none,32,Chavezport,Simmonston,Sedan,Sixt,2.0,121.76,180.0,Full-to-Full,Confirmed,384.0
98083,972,Hotel Z,Aracaju (SE),1,208.04,208.04,10/22/2020,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98085,972,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/05/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98087,972,Hotel BD,Natal (RN),1,242.88,242.88,11/19/2020,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98089,972,Hotel Z,Aracaju (SE),3,208.04,624.12,12/03/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98092,972,Hotel BD,Natal (RN),4,242.88,971.52,12/24/2020,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98094,972,Hotel BP,Brasilia (DF),3,247.62,742.86,01/07/2021,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98095,972,Hotel Z,Aracaju (SE),2,208.04,416.08,01/14/2021,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,none,32,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98103,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/10/2019,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98105,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,10/24/2019,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98109,973,Hotel K,Salvador (BH),2,263.41,526.82,11/21/2019,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98112,973,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,12/12/2019,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98117,973,Hotel BP,Brasilia (DF),4,247.62,990.48,01/16/2020,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98124,973,Hotel Z,Aracaju (SE),3,208.04,624.12,03/05/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98126,973,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,03/19/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98127,973,Hotel BP,Brasilia (DF),2,247.62,495.24,03/26/2020,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,female,64,Benjaminton,East Cristinabury,Luxury,Sixt,1.0,58.23,482.0,Partial,Confirmed,555.6
98129,973,Hotel BD,Natal (RN),3,242.88,728.64,04/09/2020,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,Acme Factory,female,64,Lake Tasha,New Matthew,Hatchback,Sixt,1.0,119.51,132.0,Full-to-Full,Confirmed,205.60000000000002
98136,973,Hotel Z,Aracaju (SE),2,208.04,416.08,05/28/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98137,973,Hotel BD,Natal (RN),1,242.88,242.88,06/04/2020,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98140,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/25/2020,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98141,973,Hotel K,Salvador (BH),3,263.41,790.23,07/02/2020,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98143,973,Hotel BD,Natal (RN),1,242.88,242.88,07/16/2020,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98145,973,Hotel BP,Brasilia (DF),3,247.62,742.86,07/30/2020,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98146,973,Hotel BP,Brasilia (DF),1,247.62,247.62,08/06/2020,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98152,973,Hotel BP,Brasilia (DF),4,247.62,990.48,09/17/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98155,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/08/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98161,973,Hotel BP,Brasilia (DF),1,247.62,247.62,11/19/2020,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98171,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/28/2021,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98172,973,Hotel K,Salvador (BH),4,263.41,1053.64,02/04/2021,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98174,973,Hotel K,Salvador (BH),2,263.41,526.82,02/18/2021,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98175,973,Hotel BP,Brasilia (DF),3,247.62,742.86,02/25/2021,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98179,973,Hotel Z,Aracaju (SE),1,208.04,208.04,03/25/2021,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98183,973,Hotel Z,Aracaju (SE),4,208.04,832.16,04/22/2021,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98187,973,Hotel Z,Aracaju (SE),1,208.04,208.04,05/20/2021,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,2.1,808.85,FlyingDrops,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98197,973,Hotel Z,Aracaju (SE),4,208.04,832.16,07/29/2021,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98203,973,Hotel BP,Brasilia (DF),4,247.62,990.48,09/09/2021,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98204,973,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/16/2021,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98209,973,Hotel BD,Natal (RN),3,242.88,728.64,10/21/2021,Florianopolis (SC),Natal (RN),premium,1128.51,1.84,709.37,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98213,973,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/18/2021,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98216,973,Hotel AU,Recife (PE),3,312.83,938.49,12/09/2021,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98220,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/06/2022,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98223,973,Hotel K,Salvador (BH),4,263.41,1053.64,01/27/2022,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98226,973,Hotel AU,Recife (PE),2,312.83,625.66,02/17/2022,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98227,973,Hotel Z,Aracaju (SE),2,208.04,416.08,02/24/2022,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98237,973,Hotel BW,Campo Grande (MS),2,60.39,120.78,05/05/2022,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98242,973,Hotel K,Salvador (BH),4,263.41,1053.64,06/09/2022,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98245,973,Hotel BP,Brasilia (DF),2,247.62,495.24,06/30/2022,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98247,973,Hotel BP,Brasilia (DF),4,247.62,990.48,07/14/2022,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98251,973,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/11/2022,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98263,973,Hotel BD,Natal (RN),3,242.88,728.64,11/03/2022,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,female,64,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98279,974,Hotel Z,Aracaju (SE),2,208.04,416.08,11/07/2019,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98284,974,Hotel BP,Brasilia (DF),4,247.62,990.48,12/12/2019,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98289,974,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/16/2020,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,Acme Factory,female,50,Smithtown,Gibsonshire,Luxury,Avis,2.0,285.07,313.0,Partial,Pending,590.4
98291,974,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/30/2020,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98294,974,Hotel K,Salvador (BH),2,263.41,526.82,02/20/2020,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98298,974,Hotel Z,Aracaju (SE),1,208.04,208.04,03/19/2020,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98299,974,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/26/2020,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98300,974,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/02/2020,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98302,974,Hotel K,Salvador (BH),4,263.41,1053.64,04/16/2020,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98305,974,Hotel K,Salvador (BH),4,263.41,1053.64,05/07/2020,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98311,974,Hotel Z,Aracaju (SE),2,208.04,416.08,06/18/2020,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98313,974,Hotel BP,Brasilia (DF),3,247.62,742.86,07/02/2020,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98316,974,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,female,50,North Albert,East Kelsey,Luxury,Budget,2.0,73.48,180.0,Prepaid,Cancelled,484.0
98316,974,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,female,50,Brandonshire,West Ryanberg,SUV,Hertz,1.0,128.92,235.0,Partial,Confirmed,328.0
98319,974,Hotel BP,Brasilia (DF),4,247.62,990.48,08/13/2020,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98321,974,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/27/2020,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,female,50,Romanfort,New Mary,Hatchback,Avis,3.0,424.68,124.0,Prepaid,Cancelled,399.2
98326,974,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/01/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98339,974,Hotel BP,Brasilia (DF),3,247.62,742.86,12/31/2020,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98340,974,Hotel BP,Brasilia (DF),4,247.62,990.48,01/07/2021,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98346,974,Hotel AU,Recife (PE),1,312.83,312.83,02/18/2021,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98350,974,Hotel K,Salvador (BH),1,263.41,263.41,03/18/2021,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98353,974,Hotel AF,Sao Paulo (SP),4,139.1,556.4,04/08/2021,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98354,974,Hotel BP,Brasilia (DF),3,247.62,742.86,04/15/2021,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98357,974,Hotel BP,Brasilia (DF),4,247.62,990.48,05/06/2021,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98364,974,Hotel Z,Aracaju (SE),1,208.04,208.04,06/24/2021,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98372,974,Hotel AU,Recife (PE),3,312.83,938.49,08/19/2021,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98373,974,Hotel BP,Brasilia (DF),3,247.62,742.86,08/26/2021,Florianopolis (SC),Brasilia (DF),economic,555.01,1.66,637.56,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98374,974,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/02/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98375,974,Hotel BD,Natal (RN),2,242.88,485.76,09/09/2021,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98376,974,Hotel AU,Recife (PE),3,312.83,938.49,09/16/2021,Florianopolis (SC),Recife (PE),firstClass,1300.6,1.76,676.53,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98377,974,Hotel K,Salvador (BH),3,263.41,790.23,09/23/2021,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98383,974,Hotel Z,Aracaju (SE),3,208.04,624.12,11/04/2021,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98389,974,Hotel K,Salvador (BH),1,263.41,263.41,12/16/2021,Florianopolis (SC),Salvador (BH),firstClass,1692.64,2.44,937.77,FlyingDrops,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98390,974,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/23/2021,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,female,50,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98394,975,Hotel Z,Aracaju (SE),1,208.04,208.04,10/10/2019,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98396,975,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/24/2019,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98398,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/07/2019,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98403,975,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/12/2019,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
