call_log_id,pax_id,call_date,call_duration,issue_category,resolution_status
CALL07625,PAX07625,2024-06-05,40,Refund Request,Escalated
CALL07626,PAX07626,2024-02-14,60,General Inquiry,Escalated
CALL07627,PAX07627,2023-03-08,32,Refund Request,Resolved
CALL07628,PAX07628,2024-09-29,48,General Inquiry,Pending
CALL07629,PAX07629,2024-05-16,11,Booking Issue,Resolved
CALL07630,PAX07630,2023-05-21,17,Refund Request,Pending
CALL07631,PAX07631,2023-04-21,44,Refund Request,Resolved
CALL07632,PAX07632,2023-02-12,38,Refund Request,Escalated
CALL07633,PAX07633,2024-12-18,56,General Inquiry,Pending
CALL07634,PAX07634,2023-09-13,34,General Inquiry,Escalated
CALL07635,PAX07635,2023-12-24,6,Booking Issue,Pending
CALL07636,PAX07636,2025-01-23,28,Refund Request,Escalated
CALL07637,PAX07637,2023-11-21,15,General Inquiry,Pending
CALL07638,PAX07638,2024-08-06,51,General Inquiry,Pending
CALL07639,PAX07639,2023-08-15,17,Refund Request,Pending
CALL07640,PAX07640,2023-02-25,49,Booking Issue,Pending
CALL07641,PAX07641,2023-12-01,26,Booking Issue,Escalated
CALL07642,PAX07642,2024-05-02,18,Booking Issue,Escalated
CALL07643,PAX07643,2023-12-11,5,Booking Issue,Pending
CALL07644,PAX07644,2023-05-23,19,Refund Request,Escalated
CALL07645,PAX07645,2023-05-31,24,Booking Issue,Pending
CALL07646,PAX07646,2023-09-13,11,General Inquiry,Escalated
CALL07647,PAX07647,2023-02-24,14,Refund Request,Resolved
CALL07648,PAX07648,2023-12-08,42,General Inquiry,Resolved
CALL07649,PAX07649,2024-05-11,53,Booking Issue,Pending
CALL07650,PAX07650,2024-10-21,5,Refund Request,Resolved
CALL07651,PAX07651,2023-09-09,25,General Inquiry,Resolved
CALL07652,PAX07652,2023-08-16,59,Refund Request,Pending
CALL07653,PAX07653,2023-09-04,20,Refund Request,Escalated
CALL07654,PAX07654,2023-04-30,44,General Inquiry,Escalated
CALL07655,PAX07655,2023-03-17,13,General Inquiry,Pending
CALL07656,PAX07656,2024-10-26,41,General Inquiry,Pending
CALL07657,PAX07657,2023-12-15,58,General Inquiry,Escalated
CALL07658,PAX07658,2024-10-17,38,Refund Request,Pending
CALL07659,PAX07659,2024-01-28,24,General Inquiry,Pending
CALL07660,PAX07660,2023-02-09,60,Refund Request,Resolved
CALL07661,PAX07661,2023-08-25,10,General Inquiry,Resolved
CALL07662,PAX07662,2024-12-24,54,Booking Issue,Resolved
CALL07663,PAX07663,2023-11-29,12,Booking Issue,Resolved
CALL07664,PAX07664,2024-08-03,55,Refund Request,Resolved
CALL07665,PAX07665,2023-08-23,17,General Inquiry,Escalated
CALL07666,PAX07666,2024-11-16,47,General Inquiry,Resolved
CALL07667,PAX07667,2024-07-04,33,General Inquiry,Pending
CALL07668,PAX07668,2023-03-13,37,General Inquiry,Pending
CALL07669,PAX07669,2023-11-23,55,Refund Request,Resolved
CALL07670,PAX07670,2024-04-28,50,Refund Request,Pending
CALL07671,PAX07671,2024-03-05,37,General Inquiry,Pending
CALL07672,PAX07672,2023-05-24,53,General Inquiry,Pending
CALL07673,PAX07673,2024-04-08,37,Refund Request,Pending
CALL07674,PAX07674,2023-06-24,38,Booking Issue,Escalated
CALL07675,PAX07675,2024-05-08,27,General Inquiry,Resolved
CALL07676,PAX07676,2024-01-05,21,Refund Request,Pending
CALL07677,PAX07677,2023-03-22,24,Booking Issue,Pending
CALL07678,PAX07678,2023-08-31,27,General Inquiry,Pending
CALL07679,PAX07679,2024-07-19,9,General Inquiry,Escalated
CALL07680,PAX07680,2024-07-05,20,Refund Request,Pending
CALL07681,PAX07681,2024-02-28,15,General Inquiry,Resolved
CALL07682,PAX07682,2023-06-14,14,Booking Issue,Escalated
CALL07683,PAX07683,2024-05-15,6,Refund Request,Pending
CALL07684,PAX07684,2024-04-22,29,Booking Issue,Resolved
CALL07685,PAX07685,2024-09-29,43,Refund Request,Pending
CALL07686,PAX07686,2024-01-08,45,General Inquiry,Pending
CALL07687,PAX07687,2023-11-15,7,Booking Issue,Pending
CALL07688,PAX07688,2023-02-10,6,Refund Request,Resolved
CALL07689,PAX07689,2024-09-12,4,Refund Request,Pending
CALL07690,PAX07690,2024-06-26,20,General Inquiry,Pending
CALL07691,PAX07691,2024-04-03,17,Refund Request,Pending
CALL07692,PAX07692,2024-08-07,48,Refund Request,Pending
CALL07693,PAX07693,2023-03-19,25,General Inquiry,Resolved
CALL07694,PAX07694,2023-03-19,57,Booking Issue,Pending
CALL07695,PAX07695,2023-03-13,27,General Inquiry,Resolved
CALL07696,PAX07696,2023-02-24,44,Refund Request,Escalated
CALL07697,PAX07697,2023-03-02,7,Booking Issue,Resolved
CALL07698,PAX07698,2023-07-17,40,Refund Request,Pending
CALL07699,PAX07699,2024-01-22,15,General Inquiry,Pending
CALL07700,PAX07700,2024-03-17,34,Booking Issue,Pending
CALL07701,PAX07701,2023-09-19,30,Booking Issue,Escalated
CALL07702,PAX07702,2023-04-06,33,Booking Issue,Pending
CALL07703,PAX07703,2024-01-04,5,Booking Issue,Resolved
CALL07704,PAX07704,2023-09-14,40,General Inquiry,Resolved
CALL07705,PAX07705,2024-08-09,8,General Inquiry,Pending
CALL07706,PAX07706,2024-11-24,18,Refund Request,Resolved
CALL07707,PAX07707,2024-03-20,32,Booking Issue,Resolved
CALL07708,PAX07708,2023-12-09,50,Booking Issue,Escalated
CALL07709,PAX07709,2024-03-28,44,Booking Issue,Resolved
CALL07710,PAX07710,2023-09-18,5,General Inquiry,Escalated
CALL07711,PAX07711,2024-11-10,35,Refund Request,Pending
CALL07712,PAX07712,2024-11-18,26,General Inquiry,Escalated
CALL07713,PAX07713,2024-03-10,23,Refund Request,Pending
CALL07714,PAX07714,2023-12-13,25,Booking Issue,Pending
CALL07715,PAX07715,2024-04-03,19,General Inquiry,Escalated
CALL07716,PAX07716,2024-08-25,27,Refund Request,Resolved
CALL07717,PAX07717,2024-09-27,2,Refund Request,Escalated
CALL07718,PAX07718,2024-12-02,48,General Inquiry,Resolved
CALL07719,PAX07719,2023-09-01,50,Refund Request,Resolved
CALL07720,PAX07720,2023-06-07,17,General Inquiry,Escalated
CALL07721,PAX07721,2023-03-08,35,Refund Request,Pending
CALL07722,PAX07722,2024-02-01,11,General Inquiry,Escalated
CALL07723,PAX07723,2024-11-17,56,Booking Issue,Pending
CALL07724,PAX07724,2024-04-09,40,General Inquiry,Pending
CALL07725,PAX07725,2023-07-31,55,Refund Request,Escalated
CALL07726,PAX07726,2024-07-27,24,Booking Issue,Resolved
CALL07727,PAX07727,2024-12-07,21,General Inquiry,Resolved
CALL07728,PAX07728,2024-03-02,19,General Inquiry,Pending
CALL07729,PAX07729,2023-07-18,9,General Inquiry,Resolved
CALL07730,PAX07730,2023-12-02,58,Refund Request,Resolved
CALL07731,PAX07731,2024-05-06,43,General Inquiry,Resolved
CALL07732,PAX07732,2024-12-24,60,General Inquiry,Escalated
CALL07733,PAX07733,2024-01-08,11,Booking Issue,Pending
CALL07734,PAX07734,2023-09-13,4,General Inquiry,Escalated
CALL07735,PAX07735,2025-01-28,25,General Inquiry,Escalated
CALL07736,PAX07736,2024-04-25,38,Booking Issue,Resolved
CALL07737,PAX07737,2024-06-17,52,Booking Issue,Pending
CALL07738,PAX07738,2023-03-10,38,Booking Issue,Resolved
CALL07739,PAX07739,2024-02-14,15,Refund Request,Escalated
CALL07740,PAX07740,2023-06-08,44,Booking Issue,Escalated
CALL07741,PAX07741,2023-09-30,2,Booking Issue,Escalated
CALL07742,PAX07742,2024-01-29,36,Booking Issue,Pending
CALL07743,PAX07743,2024-10-06,36,Booking Issue,Pending
CALL07744,PAX07744,2024-01-03,24,General Inquiry,Escalated
CALL07745,PAX07745,2024-12-17,21,Booking Issue,Escalated
CALL07746,PAX07746,2024-10-25,41,Refund Request,Resolved
CALL07747,PAX07747,2023-12-11,46,Booking Issue,Escalated
CALL07748,PAX07748,2024-07-15,49,General Inquiry,Pending
CALL07749,PAX07749,2024-01-15,33,General Inquiry,Resolved
CALL07750,PAX07750,2024-03-21,6,General Inquiry,Pending
CALL07751,PAX07751,2024-03-30,16,Refund Request,Escalated
CALL07752,PAX07752,2024-03-08,42,Refund Request,Pending
CALL07753,PAX07753,2023-02-24,41,Refund Request,Resolved
CALL07754,PAX07754,2024-11-04,42,General Inquiry,Pending
CALL07755,PAX07755,2023-08-28,25,Refund Request,Escalated
CALL07756,PAX07756,2023-12-10,47,Refund Request,Pending
CALL07757,PAX07757,2024-03-17,59,General Inquiry,Pending
CALL07758,PAX07758,2023-09-06,19,Refund Request,Resolved
CALL07759,PAX07759,2024-04-27,35,General Inquiry,Pending
CALL07760,PAX07760,2023-02-02,53,Booking Issue,Resolved
CALL07761,PAX07761,2023-05-02,41,Refund Request,Pending
CALL07762,PAX07762,2023-01-29,17,Booking Issue,Resolved
CALL07763,PAX07763,2024-01-24,50,Booking Issue,Pending
CALL07764,PAX07764,2023-10-02,17,Refund Request,Resolved
CALL07765,PAX07765,2024-02-10,21,General Inquiry,Resolved
CALL07766,PAX07766,2024-05-04,48,Refund Request,Escalated
CALL07767,PAX07767,2023-05-01,33,Booking Issue,Escalated
CALL07768,PAX07768,2023-10-16,24,Refund Request,Resolved
CALL07769,PAX07769,2023-11-08,22,Refund Request,Pending
CALL07770,PAX07770,2023-12-23,16,General Inquiry,Resolved
CALL07771,PAX07771,2024-06-18,49,Booking Issue,Escalated
CALL07772,PAX07772,2024-08-30,57,Refund Request,Resolved
CALL07773,PAX07773,2024-11-14,35,Booking Issue,Resolved
CALL07774,PAX07774,2024-06-12,41,Booking Issue,Pending
CALL07775,PAX07775,2023-10-20,47,Booking Issue,Pending
CALL07776,PAX07776,2024-04-25,20,General Inquiry,Pending
CALL07777,PAX07777,2024-07-05,10,Booking Issue,Pending
CALL07778,PAX07778,2024-04-11,43,Booking Issue,Pending
CALL07779,PAX07779,2023-10-16,23,Refund Request,Pending
CALL07780,PAX07780,2024-11-11,53,General Inquiry,Resolved
CALL07781,PAX07781,2023-02-19,43,Booking Issue,Escalated
CALL07782,PAX07782,2024-06-22,2,Refund Request,Resolved
CALL07783,PAX07783,2024-09-04,59,Booking Issue,Resolved
CALL07784,PAX07784,2023-11-02,49,General Inquiry,Resolved
CALL07785,PAX07785,2023-09-26,31,General Inquiry,Resolved
CALL07786,PAX07786,2023-02-27,60,General Inquiry,Pending
CALL07787,PAX07787,2024-11-22,3,Refund Request,Resolved
CALL07788,PAX07788,2024-06-21,42,Booking Issue,Escalated
CALL07789,PAX07789,2025-01-24,15,Refund Request,Resolved
CALL07790,PAX07790,2024-11-18,21,Booking Issue,Escalated
CALL07791,PAX07791,2024-10-18,9,General Inquiry,Pending
CALL07792,PAX07792,2024-08-14,48,Refund Request,Resolved
CALL07793,PAX07793,2024-12-22,46,General Inquiry,Resolved
CALL07794,PAX07794,2023-03-07,18,Booking Issue,Escalated
CALL07795,PAX07795,2024-08-27,39,General Inquiry,Pending
CALL07796,PAX07796,2023-11-05,44,Booking Issue,Pending
CALL07797,PAX07797,2023-10-12,48,Booking Issue,Pending
CALL07798,PAX07798,2023-08-04,32,General Inquiry,Escalated
CALL07799,PAX07799,2024-03-12,60,Refund Request,Pending
CALL07800,PAX07800,2023-06-30,51,Refund Request,Resolved
CALL07801,PAX07801,2023-08-28,43,Refund Request,Escalated
CALL07802,PAX07802,2025-01-14,5,Booking Issue,Pending
CALL07803,PAX07803,2024-02-22,11,Refund Request,Resolved
CALL07804,PAX07804,2023-09-22,47,General Inquiry,Escalated
CALL07805,PAX07805,2024-03-16,45,Booking Issue,Escalated
CALL07806,PAX07806,2024-12-25,51,General Inquiry,Pending
CALL07807,PAX07807,2024-09-08,52,General Inquiry,Pending
CALL07808,PAX07808,2023-08-21,19,Refund Request,Resolved
CALL07809,PAX07809,2023-03-18,16,Refund Request,Resolved
CALL07810,PAX07810,2025-01-08,50,General Inquiry,Resolved
CALL07811,PAX07811,2024-12-22,1,General Inquiry,Pending
CALL07812,PAX07812,2024-10-01,9,Booking Issue,Resolved
CALL07813,PAX07813,2024-03-26,6,General Inquiry,Escalated
CALL07814,PAX07814,2024-07-19,27,General Inquiry,Resolved
CALL07815,PAX07815,2025-01-13,20,Refund Request,Resolved
CALL07816,PAX07816,2023-07-17,47,Refund Request,Escalated
CALL07817,PAX07817,2023-02-18,38,General Inquiry,Escalated
CALL07818,PAX07818,2024-07-06,15,Refund Request,Pending
CALL07819,PAX07819,2024-04-02,21,General Inquiry,Resolved
CALL07820,PAX07820,2023-12-22,2,Booking Issue,Resolved
CALL07821,PAX07821,2023-12-09,38,Booking Issue,Escalated
CALL07822,PAX07822,2024-11-10,33,General Inquiry,Resolved
CALL07823,PAX07823,2023-02-20,12,General Inquiry,Escalated
CALL07824,PAX07824,2024-03-16,39,Booking Issue,Escalated
CALL07825,PAX07825,2024-06-30,44,Refund Request,Escalated
CALL07826,PAX07826,2024-11-26,28,Refund Request,Pending
CALL07827,PAX07827,2023-07-05,42,Booking Issue,Resolved
CALL07828,PAX07828,2024-02-23,53,Refund Request,Resolved
CALL07829,PAX07829,2023-12-25,10,General Inquiry,Pending
CALL07830,PAX07830,2023-04-06,52,Booking Issue,Pending
CALL07831,PAX07831,2024-07-10,28,General Inquiry,Escalated
CALL07832,PAX07832,2024-10-08,56,Booking Issue,Escalated
CALL07833,PAX07833,2023-11-22,25,General Inquiry,Pending
CALL07834,PAX07834,2023-03-16,42,General Inquiry,Pending
CALL07835,PAX07835,2023-10-05,48,General Inquiry,Pending
CALL07836,PAX07836,2024-06-02,4,Booking Issue,Resolved
CALL07837,PAX07837,2023-04-05,45,Booking Issue,Pending
CALL07838,PAX07838,2024-11-19,15,Booking Issue,Escalated
CALL07839,PAX07839,2024-07-18,14,General Inquiry,Escalated
CALL07840,PAX07840,2023-04-15,10,Refund Request,Resolved
CALL07841,PAX07841,2024-04-03,3,Refund Request,Pending
CALL07842,PAX07842,2024-05-02,23,Booking Issue,Pending
CALL07843,PAX07843,2024-07-19,22,Booking Issue,Pending
CALL07844,PAX07844,2024-06-17,26,General Inquiry,Escalated
CALL07845,PAX07845,2023-10-03,37,Refund Request,Escalated
CALL07846,PAX07846,2023-05-12,20,Refund Request,Pending
CALL07847,PAX07847,2024-05-24,29,Refund Request,Resolved
CALL07848,PAX07848,2024-06-29,22,Booking Issue,Escalated
CALL07849,PAX07849,2024-08-12,25,Booking Issue,Pending
CALL07850,PAX07850,2023-04-10,33,General Inquiry,Resolved
CALL07851,PAX07851,2024-07-19,58,General Inquiry,Pending
CALL07852,PAX07852,2024-05-08,53,Refund Request,Resolved
CALL07853,PAX07853,2024-03-11,44,General Inquiry,Escalated
CALL07854,PAX07854,2024-08-30,9,Booking Issue,Escalated
CALL07855,PAX07855,2024-09-06,9,Refund Request,Resolved
CALL07856,PAX07856,2024-04-19,36,General Inquiry,Resolved
CALL07857,PAX07857,2023-09-02,42,Booking Issue,Escalated
CALL07858,PAX07858,2024-02-17,44,Booking Issue,Pending
CALL07859,PAX07859,2024-05-24,14,Refund Request,Escalated
CALL07860,PAX07860,2023-05-13,14,General Inquiry,Pending
CALL07861,PAX07861,2023-05-03,6,Refund Request,Resolved
CALL07862,PAX07862,2024-07-26,7,Booking Issue,Escalated
CALL07863,PAX07863,2024-05-12,56,Booking Issue,Escalated
CALL07864,PAX07864,2023-02-28,53,Booking Issue,Resolved
CALL07865,PAX07865,2024-06-10,35,Booking Issue,Resolved
CALL07866,PAX07866,2023-10-25,59,Refund Request,Escalated
CALL07867,PAX07867,2024-03-04,28,Refund Request,Resolved
CALL07868,PAX07868,2023-10-13,19,Refund Request,Resolved
CALL07869,PAX07869,2023-08-01,31,Refund Request,Escalated
CALL07870,PAX07870,2023-08-20,33,Booking Issue,Resolved
CALL07871,PAX07871,2024-02-28,18,Booking Issue,Escalated
CALL07872,PAX07872,2023-02-03,54,General Inquiry,Resolved
CALL07873,PAX07873,2024-04-03,50,General Inquiry,Pending
CALL07874,PAX07874,2024-08-22,1,General Inquiry,Escalated
CALL07875,PAX07875,2024-04-12,21,Booking Issue,Pending
CALL07876,PAX07876,2023-06-28,43,Refund Request,Resolved
CALL07877,PAX07877,2023-08-16,50,Booking Issue,Escalated
CALL07878,PAX07878,2023-08-26,27,Refund Request,Pending
CALL07879,PAX07879,2024-03-15,45,Refund Request,Escalated
CALL07880,PAX07880,2023-07-13,15,Booking Issue,Resolved
CALL07881,PAX07881,2024-07-15,15,General Inquiry,Resolved
CALL07882,PAX07882,2023-11-25,19,Refund Request,Escalated
CALL07883,PAX07883,2023-03-12,37,Refund Request,Escalated
CALL07884,PAX07884,2024-11-18,17,Booking Issue,Escalated
CALL07885,PAX07885,2023-05-09,45,Booking Issue,Resolved
CALL07886,PAX07886,2023-08-27,55,General Inquiry,Resolved
CALL07887,PAX07887,2023-06-22,43,General Inquiry,Pending
CALL07888,PAX07888,2024-04-09,24,General Inquiry,Escalated
CALL07889,PAX07889,2024-01-12,33,General Inquiry,Pending
CALL07890,PAX07890,2024-05-09,52,Booking Issue,Escalated
CALL07891,PAX07891,2024-05-10,37,General Inquiry,Pending
CALL07892,PAX07892,2023-06-25,52,General Inquiry,Escalated
CALL07893,PAX07893,2023-04-18,24,General Inquiry,Resolved
CALL07894,PAX07894,2023-08-27,48,Refund Request,Pending
CALL07895,PAX07895,2023-11-14,32,Booking Issue,Resolved
CALL07896,PAX07896,2023-05-07,55,Refund Request,Pending
CALL07897,PAX07897,2024-01-29,42,Refund Request,Pending
CALL07898,PAX07898,2024-08-02,38,Booking Issue,Pending
CALL07899,PAX07899,2023-04-06,25,Booking Issue,Pending
CALL07900,PAX07900,2024-01-10,47,Refund Request,Escalated
CALL07901,PAX07901,2024-07-04,52,Refund Request,Pending
CALL07902,PAX07902,2024-11-13,48,Refund Request,Pending
CALL07903,PAX07903,2023-09-09,50,General Inquiry,Pending
CALL07904,PAX07904,2024-07-14,4,Refund Request,Pending
CALL07905,PAX07905,2024-01-28,14,Refund Request,Resolved
CALL07906,PAX07906,2025-01-20,47,General Inquiry,Resolved
CALL07907,PAX07907,2024-10-12,47,Refund Request,Pending
CALL07908,PAX07908,2024-06-20,25,Booking Issue,Escalated
CALL07909,PAX07909,2024-07-13,15,Refund Request,Pending
CALL07910,PAX07910,2023-05-16,10,Booking Issue,Escalated
CALL07911,PAX07911,2023-11-30,14,Refund Request,Pending
CALL07912,PAX07912,2023-11-09,47,General Inquiry,Escalated
CALL07913,PAX07913,2024-04-08,10,Booking Issue,Resolved
CALL07914,PAX07914,2023-01-29,15,Refund Request,Escalated
CALL07915,PAX07915,2024-02-02,42,General Inquiry,Escalated
CALL07916,PAX07916,2023-07-13,10,Refund Request,Resolved
CALL07917,PAX07917,2024-04-07,15,Booking Issue,Resolved
CALL07918,PAX07918,2023-09-12,31,Booking Issue,Resolved
CALL07919,PAX07919,2023-07-03,57,General Inquiry,Pending
CALL07920,PAX07920,2023-05-07,39,Booking Issue,Pending
CALL07921,PAX07921,2023-05-12,20,Booking Issue,Resolved
CALL07922,PAX07922,2024-01-06,42,Booking Issue,Pending
CALL07923,PAX07923,2024-12-17,19,General Inquiry,Pending
CALL07924,PAX07924,2024-10-09,21,Refund Request,Escalated
CALL07925,PAX07925,2023-09-15,43,Booking Issue,Escalated
CALL07926,PAX07926,2023-12-02,28,General Inquiry,Resolved
CALL07927,PAX07927,2024-04-10,44,Refund Request,Resolved
CALL07928,PAX07928,2023-09-23,60,Booking Issue,Pending
CALL07929,PAX07929,2024-10-27,12,Refund Request,Resolved
CALL07930,PAX07930,2023-05-06,1,General Inquiry,Pending
CALL07931,PAX07931,2023-02-19,51,Refund Request,Escalated
CALL07932,PAX07932,2024-01-13,32,Booking Issue,Resolved
CALL07933,PAX07933,2024-01-04,24,General Inquiry,Resolved
CALL07934,PAX07934,2023-05-14,32,Refund Request,Escalated
CALL07935,PAX07935,2023-10-19,15,Booking Issue,Escalated
CALL07936,PAX07936,2023-05-02,28,General Inquiry,Resolved
CALL07937,PAX07937,2023-05-17,51,Refund Request,Resolved
CALL07938,PAX07938,2023-06-01,25,Booking Issue,Pending
CALL07939,PAX07939,2025-01-23,21,General Inquiry,Pending
CALL07940,PAX07940,2024-09-04,22,Refund Request,Resolved
CALL07941,PAX07941,2024-01-10,23,Refund Request,Escalated
CALL07942,PAX07942,2023-07-04,40,Booking Issue,Pending
CALL07943,PAX07943,2024-08-11,4,Refund Request,Pending
CALL07944,PAX07944,2023-03-20,15,General Inquiry,Escalated
CALL07945,PAX07945,2023-10-30,2,Refund Request,Pending
CALL07946,PAX07946,2024-04-10,34,Refund Request,Escalated
CALL07947,PAX07947,2024-09-25,41,Booking Issue,Resolved
CALL07948,PAX07948,2023-03-08,25,Refund Request,Pending
CALL07949,PAX07949,2023-11-01,34,Refund Request,Pending
CALL07950,PAX07950,2024-01-05,3,General Inquiry,Resolved
CALL07951,PAX07951,2023-10-31,46,General Inquiry,Resolved
CALL07952,PAX07952,2024-12-18,20,General Inquiry,Resolved
CALL07953,PAX07953,2024-09-20,32,Booking Issue,Escalated
CALL07954,PAX07954,2023-12-11,7,Refund Request,Pending
CALL07955,PAX07955,2023-10-24,17,General Inquiry,Pending
CALL07956,PAX07956,2023-09-23,59,Refund Request,Resolved
CALL07957,PAX07957,2023-10-26,48,Booking Issue,Escalated
CALL07958,PAX07958,2024-08-07,36,Refund Request,Pending
CALL07959,PAX07959,2023-09-07,33,Booking Issue,Escalated
CALL07960,PAX07960,2023-08-05,10,Refund Request,Escalated
CALL07961,PAX07961,2023-07-28,54,Booking Issue,Escalated
CALL07962,PAX07962,2023-03-16,45,Refund Request,Resolved
CALL07963,PAX07963,2024-03-31,2,General Inquiry,Resolved
CALL07964,PAX07964,2024-06-02,12,Booking Issue,Escalated
CALL07965,PAX07965,2024-04-22,59,General Inquiry,Resolved
CALL07966,PAX07966,2023-04-16,56,General Inquiry,Escalated
CALL07967,PAX07967,2025-01-25,46,Refund Request,Pending
CALL07968,PAX07968,2024-04-02,47,Refund Request,Pending
CALL07969,PAX07969,2024-04-03,35,Refund Request,Escalated
CALL07970,PAX07970,2023-11-28,58,General Inquiry,Escalated
CALL07971,PAX07971,2024-12-22,29,Booking Issue,Pending
CALL07972,PAX07972,2023-10-01,18,Refund Request,Resolved
CALL07973,PAX07973,2023-02-07,25,Booking Issue,Resolved
CALL07974,PAX07974,2024-04-13,56,Booking Issue,Pending
CALL07975,PAX07975,2023-11-01,54,General Inquiry,Escalated
CALL07976,PAX07976,2024-09-01,48,Booking Issue,Pending
CALL07977,PAX07977,2024-11-10,43,Booking Issue,Pending
CALL07978,PAX07978,2024-09-29,6,General Inquiry,Resolved
CALL07979,PAX07979,2024-12-31,3,Booking Issue,Resolved
CALL07980,PAX07980,2024-09-25,12,Booking Issue,Resolved
CALL07981,PAX07981,2024-11-30,1,General Inquiry,Resolved
CALL07982,PAX07982,2024-12-17,30,General Inquiry,Resolved
CALL07983,PAX07983,2025-01-13,10,Refund Request,Pending
CALL07984,PAX07984,2024-03-16,18,Booking Issue,Resolved
CALL07985,PAX07985,2023-09-07,31,Booking Issue,Pending
CALL07986,PAX07986,2024-01-16,13,Refund Request,Resolved
CALL07987,PAX07987,2023-12-21,26,Booking Issue,Pending
CALL07988,PAX07988,2024-08-11,41,General Inquiry,Pending
CALL07989,PAX07989,2023-08-09,57,Refund Request,Pending
CALL07990,PAX07990,2023-04-03,10,Refund Request,Resolved
CALL07991,PAX07991,2024-07-18,24,General Inquiry,Resolved
CALL07992,PAX07992,2024-09-22,59,Refund Request,Resolved
CALL07993,PAX07993,2023-12-11,9,General Inquiry,Escalated
CALL07994,PAX07994,2025-01-24,40,Booking Issue,Resolved
CALL07995,PAX07995,2023-03-17,19,Booking Issue,Escalated
CALL07996,PAX07996,2023-12-15,18,General Inquiry,Resolved
CALL07997,PAX07997,2023-08-26,7,General Inquiry,Pending
CALL07998,PAX07998,2023-12-04,45,Refund Request,Escalated
CALL07999,PAX07999,2024-03-09,32,Refund Request,Escalated
CALL08000,PAX08000,2024-06-18,2,Refund Request,Resolved
CALL08001,PAX08001,2024-12-30,15,General Inquiry,Resolved
CALL08002,PAX08002,2024-01-17,50,Refund Request,Pending
CALL08003,PAX08003,2023-02-18,59,Booking Issue,Resolved
CALL08004,PAX08004,2024-04-21,18,Booking Issue,Escalated
CALL08005,PAX08005,2024-10-12,55,General Inquiry,Pending
CALL08006,PAX08006,2024-04-30,54,Refund Request,Escalated
CALL08007,PAX08007,2023-07-29,38,General Inquiry,Pending
CALL08008,PAX08008,2023-12-11,35,Booking Issue,Resolved
CALL08009,PAX08009,2024-08-30,25,Booking Issue,Resolved
CALL08010,PAX08010,2024-12-19,38,General Inquiry,Escalated
CALL08011,PAX08011,2023-10-01,12,General Inquiry,Resolved
CALL08012,PAX08012,2023-10-27,17,Booking Issue,Escalated
CALL08013,PAX08013,2024-12-21,49,Refund Request,Pending
CALL08014,PAX08014,2023-06-09,9,General Inquiry,Pending
CALL08015,PAX08015,2023-02-25,10,General Inquiry,Escalated
CALL08016,PAX08016,2024-08-13,55,Booking Issue,Escalated
CALL08017,PAX08017,2024-04-07,50,Refund Request,Escalated
CALL08018,PAX08018,2023-08-27,48,Booking Issue,Escalated
CALL08019,PAX08019,2024-12-31,2,Booking Issue,Escalated
CALL08020,PAX08020,2023-08-27,36,Refund Request,Escalated
CALL08021,PAX08021,2023-10-06,19,Booking Issue,Pending
CALL08022,PAX08022,2024-03-19,13,Refund Request,Pending
CALL08023,PAX08023,2024-01-13,6,Refund Request,Resolved
CALL08024,PAX08024,2023-08-19,1,Refund Request,Pending
CALL08025,PAX08025,2024-05-27,48,Refund Request,Escalated
CALL08026,PAX08026,2023-01-29,14,Booking Issue,Escalated
CALL08027,PAX08027,2024-05-25,29,Refund Request,Resolved
CALL08028,PAX08028,2023-11-09,38,Booking Issue,Escalated
CALL08029,PAX08029,2024-04-05,31,Booking Issue,Resolved
CALL08030,PAX08030,2023-08-25,51,Booking Issue,Pending
CALL08031,PAX08031,2024-08-16,1,General Inquiry,Pending
CALL08032,PAX08032,2024-08-20,13,Booking Issue,Resolved
CALL08033,PAX08033,2024-10-23,51,General Inquiry,Escalated
CALL08034,PAX08034,2023-11-27,35,Refund Request,Escalated
CALL08035,PAX08035,2023-07-03,22,Refund Request,Pending
CALL08036,PAX08036,2024-08-12,14,Booking Issue,Escalated
CALL08037,PAX08037,2025-01-16,15,Refund Request,Pending
CALL08038,PAX08038,2023-08-24,15,General Inquiry,Escalated
CALL08039,PAX08039,2024-12-28,3,General Inquiry,Resolved
CALL08040,PAX08040,2024-11-09,18,Refund Request,Resolved
CALL08041,PAX08041,2023-09-26,10,Booking Issue,Escalated
CALL08042,PAX08042,2023-10-05,56,General Inquiry,Resolved
CALL08043,PAX08043,2023-06-24,29,General Inquiry,Resolved
CALL08044,PAX08044,2023-08-04,6,Booking Issue,Pending
CALL08045,PAX08045,2024-02-09,17,Booking Issue,Escalated
CALL08046,PAX08046,2023-08-10,57,Refund Request,Resolved
CALL08047,PAX08047,2024-10-09,55,General Inquiry,Pending
CALL08048,PAX08048,2024-04-26,46,General Inquiry,Escalated
CALL08049,PAX08049,2024-08-01,21,Refund Request,Escalated
CALL08050,PAX08050,2023-10-09,27,Refund Request,Pending
CALL08051,PAX08051,2024-01-03,41,General Inquiry,Escalated
CALL08052,PAX08052,2024-09-16,31,Booking Issue,Escalated
CALL08053,PAX08053,2024-12-15,51,Booking Issue,Escalated
CALL08054,PAX08054,2023-02-12,15,Booking Issue,Resolved
CALL08055,PAX08055,2024-06-27,4,Booking Issue,Pending
CALL08056,PAX08056,2023-02-08,53,Refund Request,Resolved
