hotel_booking_id,pax_id,hotel_id,check_in_date,check_out_date,num_of_guests,booking_status,payment_method,currency,transaction_amount
HB08346,PAX08346,HOTEL82,2023-07-22,2025-10-28,1,No-Show,Net Banking,USD,388.11
HB08347,PAX08347,HOTEL77,2023-11-01,2025-08-17,3,No-Show,PayPal,USD,295.41
HB08348,PAX08348,HOTEL490,2024-05-30,2025-12-22,2,No-Show,UPI,INR,461.72
HB08349,PAX08349,HOTEL325,2023-12-03,2025-10-18,5,Canceled,Net Banking,INR,432.61
HB08350,PAX08350,HOTEL414,2023-02-17,2025-10-27,4,No-Show,PayPal,EUR,254.06
HB08351,PAX08351,HOTEL121,2023-09-26,2025-11-20,2,No-Show,Credit Card,GBP,270.43
HB08352,PAX08352,HOTEL447,2024-09-12,2025-03-30,3,Canceled,Net Banking,USD,68.53
HB08353,PAX08353,HOTEL482,2024-04-30,2025-06-20,3,Pending,UPI,GBP,486.42
HB08354,PAX08354,HOTEL366,2024-10-18,2025-11-26,3,Confirmed,UPI,USD,479.11
HB08355,PAX08355,HOTEL232,2023-06-07,2025-09-01,2,Confirmed,Net Banking,EUR,148.48
HB08356,PAX08356,HOTEL256,2023-08-06,2025-04-02,2,No-Show,UPI,EUR,171.28
HB08357,PAX08357,HOTEL365,2023-10-30,2025-04-21,2,Confirmed,Net Banking,EUR,366.98
HB08358,PAX08358,HOTEL375,2024-12-12,2025-04-06,4,No-Show,Credit Card,EUR,179.29
HB08359,PAX08359,HOTEL41,2023-02-10,2025-10-29,3,Pending,UPI,USD,394.89
HB08360,PAX08360,HOTEL220,2024-11-16,2025-08-22,3,Pending,PayPal,INR,333.61
HB08361,PAX08361,HOTEL386,2025-01-21,2026-01-02,5,Confirmed,PayPal,EUR,368.33
HB08362,PAX08362,HOTEL412,2023-05-06,2025-06-30,3,Pending,UPI,EUR,354.01
HB08363,PAX08363,HOTEL188,2024-08-05,2025-02-09,4,Canceled,UPI,EUR,219.24
HB08364,PAX08364,HOTEL23,2023-02-18,2025-11-12,5,Pending,Credit Card,USD,213.25
HB08365,PAX08365,HOTEL410,2024-02-02,2025-08-02,3,Confirmed,Net Banking,EUR,191.81
HB08366,PAX08366,HOTEL117,2024-08-29,2025-05-25,3,Confirmed,Net Banking,INR,174.97
HB08367,PAX08367,HOTEL30,2023-07-28,2025-09-05,1,Pending,Net Banking,EUR,133.49
HB08368,PAX08368,HOTEL402,2023-10-24,2025-02-23,5,Confirmed,Net Banking,USD,326.36
HB08369,PAX08369,HOTEL296,2024-08-21,2025-02-12,5,Confirmed,Credit Card,EUR,61.77
HB08370,PAX08370,HOTEL167,2023-10-14,2025-09-02,1,Pending,UPI,EUR,171.95
HB08371,PAX08371,HOTEL498,2023-06-16,2025-07-08,2,Confirmed,UPI,GBP,389.75
HB08372,PAX08372,HOTEL307,2023-07-23,2026-01-26,4,Confirmed,UPI,USD,356.34
HB08373,PAX08373,HOTEL444,2023-04-06,2025-11-26,4,Canceled,Credit Card,GBP,391.42
HB08374,PAX08374,HOTEL375,2024-08-25,2025-04-09,4,No-Show,Net Banking,USD,144.5
HB08375,PAX08375,HOTEL272,2024-02-14,2025-12-04,3,Confirmed,Net Banking,EUR,75.04
HB08376,PAX08376,HOTEL123,2023-07-15,2025-10-11,5,Confirmed,PayPal,GBP,470.26
HB08377,PAX08377,HOTEL328,2025-01-10,2025-11-13,5,No-Show,PayPal,EUR,295.99
HB08378,PAX08378,HOTEL343,2024-11-17,2025-07-03,4,Pending,PayPal,GBP,314.1
HB08379,PAX08379,HOTEL405,2023-01-31,2025-06-28,5,Confirmed,UPI,USD,86.43
HB08380,PAX08380,HOTEL381,2024-01-20,2025-11-20,3,Pending,Net Banking,INR,95.52
HB08381,PAX08381,HOTEL241,2024-11-18,2025-06-01,4,Canceled,UPI,USD,339.37
HB08382,PAX08382,HOTEL263,2023-09-28,2025-06-11,2,Pending,UPI,USD,232.25
HB08383,PAX08383,HOTEL343,2024-05-22,2025-07-09,4,Pending,Net Banking,GBP,243.69
HB08384,PAX08384,HOTEL365,2023-05-06,2025-07-16,2,No-Show,Credit Card,EUR,287.84
HB08385,PAX08385,HOTEL355,2023-06-03,2025-08-18,5,Canceled,PayPal,INR,486.77
HB08386,PAX08386,HOTEL106,2024-06-02,2025-02-21,4,No-Show,Credit Card,EUR,497.06
HB08387,PAX08387,HOTEL262,2024-08-06,2025-03-07,5,No-Show,PayPal,USD,248.24
HB08388,PAX08388,HOTEL190,2024-12-01,2025-09-21,5,Canceled,Credit Card,USD,396.82
HB08389,PAX08389,HOTEL69,2024-08-22,2025-04-18,1,No-Show,UPI,EUR,289.19
HB08390,PAX08390,HOTEL472,2024-08-02,2025-03-31,2,Canceled,Credit Card,INR,68.26
HB08391,PAX08391,HOTEL66,2023-10-15,2025-04-05,4,Canceled,Credit Card,INR,489.81
HB08392,PAX08392,HOTEL188,2023-10-27,2025-09-15,2,Canceled,UPI,INR,378.26
HB08393,PAX08393,HOTEL267,2024-08-14,2026-01-24,2,No-Show,Credit Card,EUR,350.16
HB08394,PAX08394,HOTEL115,2023-11-06,2025-04-10,4,Pending,Credit Card,EUR,415.05
HB08395,PAX08395,HOTEL428,2023-02-24,2025-06-01,1,Pending,UPI,GBP,76.11
HB08396,PAX08396,HOTEL285,2024-09-14,2025-07-25,5,No-Show,Net Banking,USD,308.62
HB08397,PAX08397,HOTEL234,2024-01-07,2025-04-25,2,No-Show,Net Banking,INR,186.14
HB08398,PAX08398,HOTEL87,2023-08-30,2025-11-23,2,No-Show,Net Banking,USD,432.23
HB08399,PAX08399,HOTEL387,2024-02-15,2025-02-17,3,Canceled,PayPal,GBP,167.57
HB08400,PAX08400,HOTEL27,2024-03-29,2025-08-01,2,Confirmed,PayPal,EUR,64.63
HB08401,PAX08401,HOTEL88,2024-02-08,2026-01-23,3,No-Show,Net Banking,INR,84.62
HB08402,PAX08402,HOTEL126,2024-09-30,2025-04-16,1,Canceled,UPI,EUR,394.8
HB08403,PAX08403,HOTEL61,2023-02-02,2025-09-20,1,Canceled,Credit Card,INR,489.65
HB08404,PAX08404,HOTEL11,2024-04-17,2025-07-09,1,Canceled,Net Banking,GBP,462.66
HB08405,PAX08405,HOTEL382,2023-04-25,2025-06-19,3,Pending,Credit Card,USD,250.81
HB08406,PAX08406,HOTEL443,2024-07-18,2025-09-09,5,No-Show,Credit Card,EUR,338.89
HB08407,PAX08407,HOTEL113,2024-04-13,2025-12-26,3,Pending,Credit Card,EUR,116.97
HB08408,PAX08408,HOTEL500,2024-03-12,2025-08-15,2,No-Show,PayPal,GBP,424.84
HB08409,PAX08409,HOTEL289,2023-11-02,2025-09-18,3,No-Show,Credit Card,EUR,434.09
HB08410,PAX08410,HOTEL270,2023-12-16,2026-01-07,2,Confirmed,UPI,INR,451.11
HB08411,PAX08411,HOTEL42,2024-11-24,2025-06-21,2,No-Show,Net Banking,USD,56.78
HB08412,PAX08412,HOTEL62,2023-03-09,2025-04-08,2,Canceled,Net Banking,GBP,216.2
HB08413,PAX08413,HOTEL60,2023-12-08,2025-08-31,1,Canceled,Credit Card,USD,325.81
HB08414,PAX08414,HOTEL421,2024-04-30,2025-12-09,4,Pending,PayPal,GBP,386.95
HB08415,PAX08415,HOTEL334,2023-03-12,2026-01-13,1,Canceled,PayPal,GBP,73.76
HB08416,PAX08416,HOTEL195,2023-12-03,2025-07-31,3,No-Show,PayPal,USD,163.27
HB08417,PAX08417,HOTEL118,2024-09-03,2025-09-02,5,Confirmed,Net Banking,GBP,226.23
HB08418,PAX08418,HOTEL96,2024-12-08,2025-12-31,5,Pending,Credit Card,USD,167.24
HB08419,PAX08419,HOTEL163,2025-01-13,2025-12-09,2,Canceled,UPI,USD,262.41
HB08420,PAX08420,HOTEL499,2023-05-03,2025-04-05,4,No-Show,Net Banking,INR,70.62
HB08421,PAX08421,HOTEL489,2024-06-26,2025-02-03,1,Canceled,Credit Card,INR,82.37
HB08422,PAX08422,HOTEL300,2024-12-04,2025-03-17,1,Pending,Credit Card,INR,401.09
HB08423,PAX08423,HOTEL422,2024-04-20,2025-10-18,3,Canceled,Credit Card,INR,53.67
HB08424,PAX08424,HOTEL66,2023-06-08,2025-06-21,4,Canceled,Net Banking,INR,456.59
HB08425,PAX08425,HOTEL101,2023-12-01,2025-05-15,4,Canceled,Net Banking,INR,478.0
HB08426,PAX08426,HOTEL53,2024-01-29,2025-09-26,2,Confirmed,Net Banking,INR,212.45
HB08427,PAX08427,HOTEL67,2024-11-03,2025-06-01,4,Canceled,Credit Card,GBP,376.41
HB08428,PAX08428,HOTEL235,2023-04-12,2026-01-21,3,Confirmed,UPI,USD,56.26
HB08429,PAX08429,HOTEL448,2023-02-05,2025-07-19,1,Canceled,Net Banking,USD,377.53
HB08430,PAX08430,HOTEL290,2023-11-01,2025-10-10,1,Canceled,PayPal,EUR,102.24
HB08431,PAX08431,HOTEL441,2023-10-09,2025-09-13,2,Confirmed,Credit Card,GBP,358.98
HB08432,PAX08432,HOTEL59,2024-06-09,2026-01-05,2,Pending,PayPal,INR,256.09
HB08433,PAX08433,HOTEL285,2023-06-24,2025-07-14,2,Canceled,Net Banking,GBP,242.03
HB08434,PAX08434,HOTEL499,2024-10-16,2025-12-31,1,Confirmed,PayPal,GBP,123.95
HB08435,PAX08435,HOTEL157,2024-11-14,2025-08-09,2,Pending,UPI,USD,282.65
HB08436,PAX08436,HOTEL466,2024-12-01,2026-01-20,4,No-Show,Net Banking,USD,165.86
HB08437,PAX08437,HOTEL7,2023-12-04,2025-02-22,3,Canceled,Net Banking,GBP,106.11
HB08438,PAX08438,HOTEL478,2024-06-25,2025-08-13,1,Canceled,Net Banking,USD,372.17
HB08439,PAX08439,HOTEL199,2023-02-25,2025-10-14,5,Pending,UPI,GBP,464.2
HB08440,PAX08440,HOTEL231,2024-07-05,2026-01-13,2,Canceled,UPI,INR,434.12
HB08441,PAX08441,HOTEL285,2024-02-27,2025-02-25,1,No-Show,PayPal,GBP,64.79
HB08442,PAX08442,HOTEL496,2024-06-06,2025-04-29,5,No-Show,Credit Card,GBP,424.15
HB08443,PAX08443,HOTEL199,2024-07-10,2025-09-18,1,Canceled,PayPal,USD,59.22
HB08444,PAX08444,HOTEL364,2024-09-13,2025-07-15,2,Confirmed,Net Banking,EUR,322.32
HB08445,PAX08445,HOTEL376,2024-05-17,2026-01-01,5,Confirmed,UPI,INR,307.99
HB08446,PAX08446,HOTEL300,2023-02-05,2025-02-16,2,Pending,Credit Card,GBP,496.15
HB08447,PAX08447,HOTEL461,2023-10-25,2025-03-15,1,Canceled,Net Banking,GBP,252.73
HB08448,PAX08448,HOTEL485,2023-03-05,2025-04-20,3,Canceled,Credit Card,USD,294.59
HB08449,PAX08449,HOTEL456,2023-11-07,2025-08-10,2,Canceled,PayPal,USD,416.3
HB08450,PAX08450,HOTEL407,2024-03-06,2025-07-16,3,Pending,PayPal,EUR,344.95
HB08451,PAX08451,HOTEL239,2023-05-06,2025-03-03,4,No-Show,UPI,INR,390.36
HB08452,PAX08452,HOTEL167,2023-02-05,2025-07-01,5,Canceled,Net Banking,USD,173.7
HB08453,PAX08453,HOTEL425,2023-09-20,2025-06-09,5,Pending,Net Banking,EUR,337.02
HB08454,PAX08454,HOTEL224,2023-03-09,2025-08-15,2,Canceled,PayPal,USD,443.48
HB08455,PAX08455,HOTEL327,2023-02-22,2025-03-14,5,Confirmed,Credit Card,USD,262.44
HB08456,PAX08456,HOTEL436,2024-12-10,2025-08-16,3,No-Show,UPI,EUR,108.26
HB08457,PAX08457,HOTEL59,2023-03-11,2025-10-05,5,Confirmed,PayPal,INR,259.66
HB08458,PAX08458,HOTEL74,2023-02-13,2025-11-26,1,Canceled,UPI,EUR,192.38
HB08459,PAX08459,HOTEL488,2025-01-21,2025-06-17,3,Confirmed,PayPal,EUR,86.48
HB08460,PAX08460,HOTEL124,2023-04-08,2025-09-03,3,No-Show,UPI,GBP,392.76
HB08461,PAX08461,HOTEL396,2024-01-06,2025-09-20,5,Canceled,UPI,INR,250.95
HB08462,PAX08462,HOTEL342,2023-08-19,2025-12-02,5,No-Show,Net Banking,GBP,370.05
HB08463,PAX08463,HOTEL87,2024-05-13,2025-07-28,4,Confirmed,UPI,INR,415.18
HB08464,PAX08464,HOTEL221,2023-09-30,2025-05-20,5,No-Show,UPI,GBP,94.9
HB08465,PAX08465,HOTEL430,2024-07-02,2025-06-05,5,Confirmed,PayPal,USD,151.91
HB08466,PAX08466,HOTEL298,2023-10-22,2025-02-07,4,No-Show,Net Banking,USD,423.67
HB08467,PAX08467,HOTEL319,2024-05-14,2025-08-02,2,No-Show,Credit Card,GBP,64.49
HB08468,PAX08468,HOTEL477,2023-07-04,2025-04-04,1,Confirmed,PayPal,GBP,107.41
HB08469,PAX08469,HOTEL41,2024-07-19,2025-11-28,2,Confirmed,Credit Card,GBP,446.15
HB08470,PAX08470,HOTEL299,2023-07-26,2025-04-03,5,Canceled,Net Banking,EUR,62.19
HB08471,PAX08471,HOTEL207,2024-09-05,2025-09-23,3,Pending,Credit Card,USD,111.4
HB08472,PAX08472,HOTEL434,2024-11-19,2025-11-07,4,Canceled,PayPal,EUR,155.43
HB08473,PAX08473,HOTEL389,2024-11-19,2025-06-25,4,Canceled,Credit Card,GBP,343.86
HB08474,PAX08474,HOTEL83,2024-11-24,2025-10-18,2,Confirmed,Credit Card,INR,176.58
HB08475,PAX08475,HOTEL206,2024-02-03,2025-05-02,4,No-Show,PayPal,EUR,132.99
HB08476,PAX08476,HOTEL145,2024-09-30,2025-01-31,3,No-Show,Credit Card,INR,465.16
HB08477,PAX08477,HOTEL411,2023-12-26,2025-12-03,1,Pending,Credit Card,EUR,150.85
HB08478,PAX08478,HOTEL246,2024-12-09,2025-10-26,3,No-Show,PayPal,EUR,497.74
HB08479,PAX08479,HOTEL308,2024-10-19,2025-11-09,1,Canceled,PayPal,GBP,409.49
HB08480,PAX08480,HOTEL308,2023-02-16,2025-05-21,3,Pending,Credit Card,EUR,216.94
HB08481,PAX08481,HOTEL115,2023-03-17,2025-09-14,5,Pending,PayPal,EUR,323.29
HB08482,PAX08482,HOTEL282,2023-02-24,2025-07-25,4,Canceled,Credit Card,USD,465.11
HB08483,PAX08483,HOTEL272,2023-09-04,2025-11-29,4,No-Show,UPI,EUR,326.26
HB08484,PAX08484,HOTEL114,2024-11-26,2025-11-13,5,No-Show,UPI,EUR,307.78
HB08485,PAX08485,HOTEL234,2023-03-07,2025-07-22,2,Confirmed,UPI,USD,126.83
HB08486,PAX08486,HOTEL41,2024-11-18,2025-07-04,2,No-Show,UPI,INR,371.26
HB08487,PAX08487,HOTEL222,2024-10-27,2025-03-09,1,Confirmed,Credit Card,GBP,380.38
HB08488,PAX08488,HOTEL458,2024-06-06,2025-07-17,1,Canceled,Net Banking,EUR,492.08
HB08489,PAX08489,HOTEL451,2023-03-15,2025-07-09,1,Canceled,PayPal,EUR,417.76
HB08490,PAX08490,HOTEL139,2023-11-17,2025-08-04,4,Confirmed,PayPal,EUR,226.9
HB08491,PAX08491,HOTEL111,2024-06-20,2025-09-05,5,Pending,PayPal,EUR,198.46
HB08492,PAX08492,HOTEL225,2024-12-28,2026-01-24,2,Pending,Credit Card,EUR,141.88
HB08493,PAX08493,HOTEL347,2024-12-16,2025-11-24,4,No-Show,PayPal,USD,159.25
HB08494,PAX08494,HOTEL388,2023-05-25,2025-03-01,5,Pending,UPI,INR,331.37
HB08495,PAX08495,HOTEL304,2024-09-08,2025-07-24,1,Canceled,PayPal,INR,452.05
HB08496,PAX08496,HOTEL212,2023-07-05,2025-05-09,4,No-Show,UPI,GBP,411.95
HB08497,PAX08497,HOTEL67,2024-04-24,2025-05-08,5,Confirmed,Credit Card,EUR,102.62
HB08498,PAX08498,HOTEL358,2024-08-12,2025-08-21,2,No-Show,Credit Card,INR,445.23
HB08499,PAX08499,HOTEL432,2023-08-03,2025-06-12,1,No-Show,PayPal,GBP,260.2
HB08500,PAX08500,HOTEL376,2023-05-06,2025-06-21,4,Confirmed,Credit Card,USD,360.42
HB08501,PAX08501,HOTEL74,2024-01-06,2025-05-06,5,No-Show,Credit Card,EUR,469.8
HB08502,PAX08502,HOTEL333,2023-02-06,2025-05-07,1,Pending,PayPal,EUR,249.56
HB08503,PAX08503,HOTEL136,2023-10-25,2025-08-29,5,Confirmed,Net Banking,USD,230.05
HB08504,PAX08504,HOTEL110,2024-06-13,2026-01-24,2,Confirmed,PayPal,USD,149.24
HB08505,PAX08505,HOTEL197,2024-07-13,2025-12-11,2,Canceled,Net Banking,USD,486.4
HB08506,PAX08506,HOTEL160,2023-09-09,2025-02-28,5,Canceled,PayPal,EUR,399.71
HB08507,PAX08507,HOTEL58,2025-01-21,2026-01-22,3,No-Show,UPI,INR,425.52
HB08508,PAX08508,HOTEL260,2024-09-25,2025-08-15,2,Confirmed,UPI,INR,150.65
HB08509,PAX08509,HOTEL150,2023-09-05,2025-08-24,2,Canceled,Net Banking,INR,50.72
HB08510,PAX08510,HOTEL454,2024-04-26,2025-09-16,2,Pending,PayPal,GBP,402.08
HB08511,PAX08511,HOTEL74,2023-02-02,2026-01-19,5,Pending,PayPal,EUR,269.31
HB08512,PAX08512,HOTEL11,2023-08-15,2026-01-28,3,Confirmed,UPI,EUR,426.71
HB08513,PAX08513,HOTEL341,2024-04-15,2025-12-30,3,No-Show,UPI,EUR,88.66
HB08514,PAX08514,HOTEL298,2023-10-15,2025-04-21,4,Pending,UPI,USD,257.67
HB08515,PAX08515,HOTEL494,2024-11-11,2026-01-05,3,Canceled,UPI,INR,272.83
HB08516,PAX08516,HOTEL66,2024-01-11,2025-10-18,1,Canceled,UPI,GBP,361.21
HB08517,PAX08517,HOTEL11,2024-08-20,2025-08-21,3,Pending,PayPal,USD,127.12
HB08518,PAX08518,HOTEL169,2024-12-29,2025-12-28,2,Canceled,Net Banking,GBP,236.12
HB08519,PAX08519,HOTEL89,2024-09-20,2025-02-28,3,No-Show,UPI,EUR,386.28
HB08520,PAX08520,HOTEL464,2024-08-27,2025-03-06,4,No-Show,Credit Card,GBP,142.53
HB08521,PAX08521,HOTEL192,2023-03-26,2025-02-22,5,Pending,Credit Card,USD,374.0
HB08522,PAX08522,HOTEL86,2023-10-05,2025-06-01,1,Pending,UPI,USD,345.87
HB08523,PAX08523,HOTEL15,2024-11-21,2025-03-17,2,Canceled,PayPal,EUR,410.18
HB08524,PAX08524,HOTEL142,2023-06-10,2025-07-22,5,No-Show,Credit Card,USD,143.62
HB08525,PAX08525,HOTEL337,2023-04-20,2025-07-02,3,Confirmed,PayPal,GBP,220.83
HB08526,PAX08526,HOTEL223,2023-04-17,2025-07-27,2,No-Show,UPI,INR,342.71
HB08527,PAX08527,HOTEL464,2023-09-02,2025-12-21,4,Canceled,Credit Card,INR,330.6
HB08528,PAX08528,HOTEL277,2024-12-21,2025-12-22,5,Confirmed,PayPal,EUR,78.75
HB08529,PAX08529,HOTEL140,2023-02-06,2025-08-03,5,No-Show,Credit Card,EUR,297.43
HB08530,PAX08530,HOTEL323,2024-09-22,2025-08-22,4,Canceled,Net Banking,USD,54.48
HB08531,PAX08531,HOTEL479,2023-02-12,2025-06-08,2,No-Show,Credit Card,INR,53.97
HB08532,PAX08532,HOTEL118,2024-07-03,2025-06-10,1,No-Show,Credit Card,EUR,221.15
HB08533,PAX08533,HOTEL24,2024-06-19,2025-08-27,4,No-Show,UPI,USD,125.26
HB08534,PAX08534,HOTEL437,2024-11-21,2025-03-06,3,Pending,PayPal,GBP,272.09
HB08535,PAX08535,HOTEL301,2024-08-19,2025-07-28,1,Confirmed,Credit Card,GBP,59.53
HB08536,PAX08536,HOTEL470,2024-12-19,2025-09-30,3,Canceled,UPI,INR,356.04
HB08537,PAX08537,HOTEL315,2024-08-07,2025-10-21,5,No-Show,UPI,INR,317.77
HB08538,PAX08538,HOTEL238,2024-04-14,2025-08-04,4,Canceled,UPI,INR,312.65
HB08539,PAX08539,HOTEL140,2024-10-28,2025-11-07,4,Canceled,Net Banking,GBP,113.32
HB08540,PAX08540,HOTEL208,2024-12-03,2026-01-06,1,Confirmed,Net Banking,GBP,312.42
HB08541,PAX08541,HOTEL284,2023-12-17,2025-08-13,2,Confirmed,PayPal,GBP,109.76
HB08542,PAX08542,HOTEL327,2024-12-12,2026-01-17,5,No-Show,Net Banking,INR,380.58
HB08543,PAX08543,HOTEL399,2024-07-03,2025-08-29,1,No-Show,Net Banking,GBP,246.56
HB08544,PAX08544,HOTEL272,2023-07-22,2025-09-29,1,Canceled,Credit Card,GBP,88.39
HB08545,PAX08545,HOTEL308,2024-04-29,2025-10-05,3,Canceled,UPI,INR,423.08
HB08546,PAX08546,HOTEL481,2023-03-07,2025-11-12,1,Confirmed,Credit Card,EUR,434.11
HB08547,PAX08547,HOTEL278,2023-11-13,2025-12-21,4,Pending,Credit Card,INR,67.18
HB08548,PAX08548,HOTEL146,2023-05-03,2025-03-13,1,No-Show,Net Banking,INR,158.91
HB08549,PAX08549,HOTEL300,2024-07-28,2025-11-27,1,Pending,PayPal,USD,388.67
HB08550,PAX08550,HOTEL186,2024-05-05,2025-09-15,3,Pending,PayPal,USD,199.07
HB08551,PAX08551,HOTEL281,2023-07-14,2025-11-22,2,Canceled,PayPal,USD,493.96
HB08552,PAX08552,HOTEL370,2023-07-30,2025-02-25,3,Confirmed,UPI,USD,266.26
HB08553,PAX08553,HOTEL223,2024-08-30,2025-10-29,4,Canceled,PayPal,EUR,490.81
HB08554,PAX08554,HOTEL53,2023-12-07,2025-05-13,3,Canceled,UPI,INR,199.52
HB08555,PAX08555,HOTEL449,2024-11-26,2025-08-15,4,Confirmed,Credit Card,EUR,296.22
HB08556,PAX08556,HOTEL385,2023-08-28,2025-06-19,1,No-Show,Net Banking,GBP,446.56
HB08557,PAX08557,HOTEL292,2023-05-15,2025-04-26,3,Confirmed,Credit Card,INR,301.82
HB08558,PAX08558,HOTEL175,2024-07-28,2025-12-16,3,Canceled,UPI,USD,234.78
HB08559,PAX08559,HOTEL29,2023-06-14,2025-03-26,2,Pending,PayPal,EUR,398.0
HB08560,PAX08560,HOTEL79,2024-11-08,2025-07-19,4,Confirmed,Net Banking,USD,157.18
HB08561,PAX08561,HOTEL251,2024-12-03,2025-08-04,4,No-Show,UPI,GBP,480.61
HB08562,PAX08562,HOTEL88,2023-06-07,2025-02-11,4,Pending,Net Banking,USD,159.57
HB08563,PAX08563,HOTEL24,2024-12-07,2025-06-04,3,Confirmed,Credit Card,INR,422.55
HB08564,PAX08564,HOTEL392,2024-09-01,2025-09-08,4,Canceled,Credit Card,EUR,252.28
HB08565,PAX08565,HOTEL293,2024-10-10,2025-11-01,5,No-Show,UPI,INR,199.37
HB08566,PAX08566,HOTEL244,2024-09-21,2025-04-08,1,Confirmed,UPI,INR,238.76
HB08567,PAX08567,HOTEL418,2023-03-03,2025-11-12,2,Confirmed,PayPal,INR,108.58
HB08568,PAX08568,HOTEL453,2023-12-08,2025-11-23,3,Confirmed,Net Banking,INR,253.21
HB08569,PAX08569,HOTEL378,2023-02-28,2026-01-28,5,Canceled,Credit Card,GBP,344.44
HB08570,PAX08570,HOTEL419,2025-01-03,2025-05-14,5,Canceled,Credit Card,EUR,76.47
HB08571,PAX08571,HOTEL375,2024-11-06,2026-01-28,1,Confirmed,Net Banking,GBP,60.71
HB08572,PAX08572,HOTEL327,2024-05-09,2025-07-03,1,Pending,Credit Card,GBP,158.35
HB08573,PAX08573,HOTEL58,2024-12-22,2025-09-02,4,Confirmed,PayPal,USD,446.11
HB08574,PAX08574,HOTEL375,2023-09-12,2025-12-29,5,Confirmed,Credit Card,INR,109.02
HB08575,PAX08575,HOTEL200,2024-08-08,2025-02-13,5,Canceled,Net Banking,GBP,404.33
HB08576,PAX08576,HOTEL255,2023-03-27,2025-08-01,2,No-Show,Credit Card,USD,472.32
HB08577,PAX08577,HOTEL21,2024-01-05,2025-07-11,2,Confirmed,Net Banking,EUR,186.2
HB08578,PAX08578,HOTEL200,2024-09-02,2025-12-23,1,Canceled,Credit Card,INR,273.4
HB08579,PAX08579,HOTEL242,2023-04-06,2025-12-17,1,Canceled,Credit Card,INR,480.92
HB08580,PAX08580,HOTEL229,2023-11-01,2025-05-05,5,Canceled,Net Banking,USD,368.74
HB08581,PAX08581,HOTEL123,2023-06-16,2025-08-25,3,Canceled,Net Banking,EUR,333.27
HB08582,PAX08582,HOTEL106,2024-12-21,2025-11-23,2,No-Show,UPI,INR,99.19
HB08583,PAX08583,HOTEL122,2024-01-04,2025-11-25,3,Pending,UPI,INR,123.19
HB08584,PAX08584,HOTEL26,2024-01-25,2025-08-05,5,Canceled,PayPal,GBP,397.78
HB08585,PAX08585,HOTEL360,2024-12-12,2025-06-15,3,Pending,UPI,GBP,223.22
HB08586,PAX08586,HOTEL16,2024-02-21,2025-05-16,5,Confirmed,UPI,GBP,292.66
HB08587,PAX08587,HOTEL306,2023-02-08,2025-03-08,3,Confirmed,Net Banking,INR,240.76
HB08588,PAX08588,HOTEL88,2023-06-02,2025-04-23,5,Confirmed,UPI,INR,336.92
HB08589,PAX08589,HOTEL340,2023-10-18,2025-03-28,1,No-Show,Net Banking,GBP,237.13
HB08590,PAX08590,HOTEL16,2023-02-20,2025-10-24,5,Canceled,PayPal,USD,490.68
HB08591,PAX08591,HOTEL296,2024-01-21,2025-11-04,5,Pending,Credit Card,INR,217.96
HB08592,PAX08592,HOTEL293,2023-06-23,2025-04-22,2,Canceled,UPI,INR,247.86
HB08593,PAX08593,HOTEL465,2023-09-10,2026-01-16,5,No-Show,UPI,EUR,306.51
HB08594,PAX08594,HOTEL428,2024-03-24,2025-03-01,5,Confirmed,PayPal,EUR,457.21
HB08595,PAX08595,HOTEL23,2025-01-27,2025-03-23,2,No-Show,PayPal,EUR,425.38
HB08596,PAX08596,HOTEL248,2024-01-31,2025-07-23,5,Pending,PayPal,GBP,206.0
HB08597,PAX08597,HOTEL137,2024-07-25,2025-10-06,1,Pending,Net Banking,EUR,400.17
HB08598,PAX08598,HOTEL312,2024-02-27,2025-03-29,5,Canceled,Net Banking,GBP,471.02
HB08599,PAX08599,HOTEL2,2024-09-13,2025-01-31,4,Confirmed,UPI,EUR,453.24
HB08600,PAX08600,HOTEL9,2024-02-28,2025-07-03,1,Confirmed,PayPal,GBP,249.66
HB08601,PAX08601,HOTEL406,2023-09-04,2025-12-06,5,Pending,Net Banking,GBP,486.45
HB08602,PAX08602,HOTEL426,2023-09-22,2025-05-05,4,Canceled,Net Banking,USD,135.4
HB08603,PAX08603,HOTEL439,2024-01-14,2025-04-17,1,No-Show,Credit Card,EUR,442.67
HB08604,PAX08604,HOTEL171,2023-05-23,2025-04-01,3,Confirmed,UPI,USD,153.1
HB08605,PAX08605,HOTEL234,2023-03-10,2025-02-23,2,Confirmed,Credit Card,USD,210.45
HB08606,PAX08606,HOTEL177,2024-09-28,2025-08-14,4,No-Show,PayPal,USD,452.18
HB08607,PAX08607,HOTEL468,2024-11-04,2025-08-20,4,Canceled,PayPal,INR,256.22
HB08608,PAX08608,HOTEL141,2023-04-28,2025-02-26,4,Confirmed,Net Banking,USD,360.53
HB08609,PAX08609,HOTEL19,2024-10-24,2025-07-30,1,Pending,PayPal,USD,115.42
HB08610,PAX08610,HOTEL326,2024-05-14,2025-05-15,1,Canceled,Net Banking,USD,373.18
HB08611,PAX08611,HOTEL201,2024-12-28,2025-03-27,2,Confirmed,Net Banking,INR,207.82
HB08612,PAX08612,HOTEL299,2024-12-22,2026-01-10,2,Pending,PayPal,EUR,139.05
HB08613,PAX08613,HOTEL225,2024-05-01,2025-06-23,5,Canceled,Credit Card,GBP,92.26
HB08614,PAX08614,HOTEL49,2024-11-12,2025-09-10,3,No-Show,UPI,INR,134.2
